Time	WaveFrontID	Distance	Speed	OnRampID
2697	62aa0281-26ab-46bc-9266-756d3e55f69b	767.7941808886515	0.0485040932570191	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2698	62aa0281-26ab-46bc-9266-756d3e55f69b	767.7493648519819	0.04481603666949918	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2699	62aa0281-26ab-46bc-9266-756d3e55f69b	767.7099428490053	0.039422002976603476	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2700	62aa0281-26ab-46bc-9266-756d3e55f69b	767.6730527705035	0.03689007850185211	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2701	62aa0281-26ab-46bc-9266-756d3e55f69b	767.6415025774174	0.031550193086108735	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2702	62aa0281-26ab-46bc-9266-756d3e55f69b	767.6112174474222	0.030285129995253013	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2703	62aa0281-26ab-46bc-9266-756d3e55f69b	767.5864478655383	0.024769581883779423	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2704	62aa0281-26ab-46bc-9266-756d3e55f69b	767.5615661064562	0.0248817590820547	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2705	62aa0281-26ab-46bc-9266-756d3e55f69b	767.5426017447114	0.018964361744927327	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2706	62aa0281-26ab-46bc-9266-756d3e55f69b	767.5220580429911	0.020543701720176943	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2707	62aa0281-26ab-46bc-9266-756d3e55f69b	767.508027496212	0.014030546779281061	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2708	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4909068482953	0.017120647916675558	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2709	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4810237360595	0.009883112235770652	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2710	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4665732506592	0.014450485400282043	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2711	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4601110412264	0.006462209432734234	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2712	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4477508768946	0.012360164331837065	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2713	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4440123432186	0.0037385336760439314	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2714	62aa0281-26ab-46bc-9266-756d3e55f69b	767.433347013887	0.010665329331597473	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2715	62aa0281-26ab-46bc-9266-756d3e55f69b	767.431627591204	0.0017194226828977088	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2716	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4224599835966	0.009167607607533101	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2717	62aa0281-26ab-46bc-9266-756d3e55f69b	767.4220089644614	4.510191351223547E-4	19b2d002-78d1-4c6f-9adc-e2502d315c6f
2718	62aa0281-26ab-46bc-9266-756d3e55f69b	767.414352805217	0.007656159244410765	19b2d002-78d1-4c6f-9adc-e2502d315c6f
