t	id	x	y	v
2553	20079a9a-2a31-4d95-b5af-de85bc476260	180.0	132.59797918565542	0.0
2553	7701227a-1729-4f06-a95c-0756eaaeb1c8	180.0	141.7795357367779	0.0
2553	18697852-4ecb-4bdd-82ed-e7b7946a95dc	180.0	150.99420307194305	0.0
2553	766cd31a-5b20-40f8-a756-e2c6567b9253	180.0	160.18668650624957	0.0
2553	24e082ac-092e-418b-87b9-bf345de5ceb6	180.0	169.34839884250164	0.0
2553	146ee301-c2d3-4caf-af4e-68d9eb8d9b4d	180.0	178.52679841654333	0.0
2553	c53c94ae-4544-4971-ac67-0b3e3caba786	180.0	187.73948334457333	0.0
2553	a18c787b-d687-4156-b434-08ffc905fc1c	180.0	196.93000371736238	0.0
2553	a823a1af-0392-463c-8ae8-198ac1f16aa1	180.0	206.0919260500008	0.0
2553	b32d1ceb-b56d-4e4c-90d2-b53743e5046c	190.4996083010458	210.0	0.0
2553	aa67455b-43ae-4147-a56d-85ce46b50c6c	199.6654624475823	210.0	0.0
2553	fdf38317-96cb-4d64-a389-dedd6d98030a	208.88312587685618	210.0	0.0
2553	8a0f38e2-a95a-4d5a-ae6f-9c2e2256ef5a	218.04518298746697	210.0	0.0
2553	41e25ac5-4e6d-493e-8293-176894045b9c	227.24102772187405	210.0	0.0
2553	4b3fc658-6df5-469e-b082-0560c97979ac	236.42123318176505	210.0	0.0
2553	2c9cd52f-eaee-4ffc-8fb9-c46f273dc498	245.59410645431413	210.0	0.0
2553	c79f1fe6-a3a0-41c9-a5fa-b6232a538343	254.81648178123638	210.0	0.0
2553	955172e4-4cd2-478b-99fe-ca809c13428e	263.9787715816652	210.0	0.0
2553	d0299af7-65dc-4d20-8df1-dfdf14790de8	273.17054448782693	210.0	0.0
2553	501ff1cf-7a8d-4804-9c09-400408b23171	282.36692386027414	210.0	0.0
2553	2a1906b0-1f15-43ab-8541-1d7a681cd03e	291.530113019911	210.0	0.0
2553	c64322a1-74f2-4701-896e-43983b71e7dd	300.73345917005463	210.0	0.0
2553	6baeb347-28c0-4caf-8502-68fad85d7f15	309.9187596320789	210.0	0.0
2553	c44fe5e8-8baa-4d8a-aa2c-4e195997e90a	319.0832646440967	210.0	0.0
2553	5fb6c154-9b47-4a5e-b09f-ced9b8cb454d	328.2872174580514	210.0	0.0
2553	42b8be10-0e44-4707-b09d-002324790d8b	337.4749327958164	210.0	0.0
2553	dd6e5728-aa6d-40c8-8f24-d641e44f27c2	346.63840800084046	210.0	0.0
2553	886a948f-82bb-413c-8fd2-5a31de84c7a5	355.84001281422337	210.0	0.0
2553	cc33948c-b615-48a7-ab34-a74d863cb7d8	365.0311453458362	210.0	0.0
2553	7885c0c6-bc67-4a13-9e1a-b702b1f31c12	374.1940225102854	210.0	0.0
2553	c12564c3-2105-4df5-96c3-0c682de9c040	383.39452658807323	210.0	0.0
2553	460d7fc8-696a-4b90-bdba-1b3a218bbe80	392.5879020521719	210.0	0.0
2553	4b2a7239-1556-4e73-993a-2a614d92fb61	401.7499325572686	210.0	0.0
2553	946e267c-85e8-4f98-a375-94cffd3f0a94	410.94358105841326	210.0	0.0
2553	d969d69b-e2d3-4caa-b08c-a2b22e3f83cb	420.16749934229495	210.0	0.0
2553	1e38649b-30f1-4d6c-93aa-1737410d1c00	429.36358600999256	210.0	0.0
2553	c2fc451d-5afb-446a-b0b5-0406398abb7f	438.543458187691	210.0	0.0
2553	064d33c1-7e07-4be8-8ceb-404077a55115	447.7171546377268	210.0	0.0
2553	0d7ce4b7-4611-43ec-93dc-59c833851ae1	456.8881720448125	210.0	0.0
2553	d6f5ca95-2b7e-49c9-a830-07da43b14a74	466.05770807466683	210.0	0.0
2553	18c19672-05b8-4647-8892-d1b2f3502ae9	475.226267590927	210.0	0.0
2553	052e13e2-dd86-4b5f-80c4-a8bc5b8c3dd1	484.3941515677587	210.0	0.0
2553	1e36b5f2-a613-4efa-a2be-4464c0de7dad	493.561606019749	210.0	0.0
2553	d3b1ee50-c30a-4855-88ec-bd45bd454a70	502.72886347086245	210.0	0.0
2553	990da698-f604-4e17-a0ac-870e29ae4481	511.8961461437082	210.0	0.0
2553	ebba1dd7-8323-4356-83cd-85d120a3e13d	521.0636592529212	210.0	0.0
2553	68ba1a00-b72a-4187-afb7-bb632e51df18	530.2315868840205	210.0	0.0
2553	f7df4b7c-5a2a-45f3-a296-b8b65f5227d5	539.4000900386629	210.0	0.0
2553	0f31557d-eb32-416e-a67e-616444e00415	548.569312761459	210.0	0.0
2553	b79ff6f8-938f-4e28-8df1-6a52794ffd73	557.7394048231041	210.0	0.0
2553	ec53b685-cd10-4694-9a2e-d97eebb4c12d	566.9105482501011	210.0	0.0
2553	2e203117-546b-4f51-a522-2948babf2c73	576.0829787372807	210.0	0.0
2553	e29d90af-0b87-4ac6-8dfd-652f6680d641	585.2570165138113	210.0	0.0
2553	df4cfcd2-cce6-4f1a-9216-b7c5f82e96b6	594.4329075073045	210.0	0.0
2553	dc31d961-a091-4fcb-9462-5d7a22a83435	603.6123294424502	210.0	0.0
2553	76efaf57-4d6a-4f12-bd16-e7b3fbb88100	612.7898896847031	210.0	0.0
2553	18898c98-0c71-4022-8de5-8b6acea07652	621.9471551025529	210.0	0.0
2553	9ff7d5b1-aa88-4bca-94b1-de0557dc473f	630.9913969372925	210.0	0.0
2553	02ac8885-e652-48a3-80e1-96c2ac0c3293	639.8545219947051	210.0	0.0
2553	865e14f0-b58d-458e-aced-c62d6e370e6b	648.5796419392069	210.0	0.0
2553	5924a9f6-db61-4da5-b883-a8a4b689eeb0	657.2757458058301	210.0	0.0
2553	f884cfff-9a29-42bc-8d5c-a820dc0d83f1	665.9930715611289	210.0	0.0
2553	03aa4524-995b-40dd-ae74-894c0d7cdbf8	674.7361932819697	210.0	0.0
2553	89a8b071-639d-402e-81d0-09217e63e4d3	683.4947377762736	210.0	0.0
2553	81ce6e6e-d375-4386-abc9-6345af637bde	692.235146988836	210.0	0.0
2553	8cdc3e8e-ad57-48f3-aa0b-7ce17692d647	700.950098968905	210.0	0.0
2553	d61e6db4-abbd-4910-90a3-88b060d93d58	709.6493469203051	210.0	0.0
2553	0303f268-c981-46ec-b886-324969602bd2	718.3717134244222	210.0	0.0
2553	9091a405-49a1-4e32-a189-e82399b0d7cf	727.1243705922951	210.0	0.0
2553	2e3e5617-077f-4e01-aa9c-081d431e435a	735.8603082311512	210.0	0.0
2553	e0be9c7c-b1da-466b-889b-71c5bc228056	744.6216550050759	210.0	0.0
2554	6efb91cc-ce07-4af1-b40a-759a0b17db70	180.0	40.73159585343614	0.0
2554	ac1a6099-9a04-4568-8c3d-92b7dffb2dd9	180.0	49.91648244853751	0.0
2554	58ef50aa-07ea-4178-998b-245725181a9a	180.0	59.12668193515071	0.0
2554	b2b09731-ec97-474f-b667-9818031f9745	180.0	68.28823878154058	0.0
2554	90b3e74c-410a-4406-bab0-4e2f8a94a39c	180.0	77.48466022616654	0.0
2554	39733f21-99db-4345-80f3-a8c48679374c	180.0	86.68979015123669	0.0
2554	ca6882b8-64d1-408e-901e-9ab43a451d95	180.0	95.85159029519991	0.0
2554	234ce838-dfb9-4fce-b437-54b6dca7ecf0	180.0	105.03309214529497	0.0
2554	7b79c137-259d-469e-becc-9e2c6c3ef602	180.0	114.24973425500131	0.0
2554	fa88fe20-2e26-4e21-a59c-4889840b6e9f	180.0	123.43656364439396	0.0
2554	20079a9a-2a31-4d95-b5af-de85bc476260	180.0	132.59797918565542	0.0
2554	7701227a-1729-4f06-a95c-0756eaaeb1c8	180.0	141.7795357367779	0.0
2554	18697852-4ecb-4bdd-82ed-e7b7946a95dc	180.0	150.99420307194305	0.0
2554	766cd31a-5b20-40f8-a756-e2c6567b9253	180.0	160.18668650624957	0.0
2554	24e082ac-092e-418b-87b9-bf345de5ceb6	180.0	169.34839884250164	0.0
2554	146ee301-c2d3-4caf-af4e-68d9eb8d9b4d	180.0	178.52679841654333	0.0
2554	c53c94ae-4544-4971-ac67-0b3e3caba786	180.0	187.73948334457333	0.0
2554	a18c787b-d687-4156-b434-08ffc905fc1c	180.0	196.93000371736238	0.0
2554	a823a1af-0392-463c-8ae8-198ac1f16aa1	180.0	206.0919260500008	0.0
2554	b32d1ceb-b56d-4e4c-90d2-b53743e5046c	190.4996083010458	210.0	0.0
2554	aa67455b-43ae-4147-a56d-85ce46b50c6c	199.6654624475823	210.0	0.0
2554	fdf38317-96cb-4d64-a389-dedd6d98030a	208.88312587685618	210.0	0.0
2554	8a0f38e2-a95a-4d5a-ae6f-9c2e2256ef5a	218.04518298746697	210.0	0.0
2554	41e25ac5-4e6d-493e-8293-176894045b9c	227.24102772187405	210.0	0.0
2554	4b3fc658-6df5-469e-b082-0560c97979ac	236.42123318176505	210.0	0.0
2554	2c9cd52f-eaee-4ffc-8fb9-c46f273dc498	245.59410645431413	210.0	0.0
2554	c79f1fe6-a3a0-41c9-a5fa-b6232a538343	254.81648178123638	210.0	0.0
2554	955172e4-4cd2-478b-99fe-ca809c13428e	263.9787715816652	210.0	0.0
2554	d0299af7-65dc-4d20-8df1-dfdf14790de8	273.17054448782693	210.0	0.0
2554	501ff1cf-7a8d-4804-9c09-400408b23171	282.36692386027414	210.0	0.0
2554	2a1906b0-1f15-43ab-8541-1d7a681cd03e	291.530113019911	210.0	0.0
2554	c64322a1-74f2-4701-896e-43983b71e7dd	300.73345917005463	210.0	0.0
2554	6baeb347-28c0-4caf-8502-68fad85d7f15	309.9187596320789	210.0	0.0
2554	c44fe5e8-8baa-4d8a-aa2c-4e195997e90a	319.0832646440967	210.0	0.0
2554	5fb6c154-9b47-4a5e-b09f-ced9b8cb454d	328.2872174580514	210.0	0.0
2554	42b8be10-0e44-4707-b09d-002324790d8b	337.4749327958164	210.0	0.0
2554	dd6e5728-aa6d-40c8-8f24-d641e44f27c2	346.63840800084046	210.0	0.0
2554	886a948f-82bb-413c-8fd2-5a31de84c7a5	355.84001281422337	210.0	0.0
2554	cc33948c-b615-48a7-ab34-a74d863cb7d8	365.0311453458362	210.0	0.0
2554	7885c0c6-bc67-4a13-9e1a-b702b1f31c12	374.1940225102854	210.0	0.0
2554	c12564c3-2105-4df5-96c3-0c682de9c040	383.39452658807323	210.0	0.0
2554	460d7fc8-696a-4b90-bdba-1b3a218bbe80	392.5879020521719	210.0	0.0
2554	4b2a7239-1556-4e73-993a-2a614d92fb61	401.7499325572686	210.0	0.0
2554	946e267c-85e8-4f98-a375-94cffd3f0a94	410.94358105841326	210.0	0.0
2554	d969d69b-e2d3-4caa-b08c-a2b22e3f83cb	420.16749934229495	210.0	0.0
2554	1e38649b-30f1-4d6c-93aa-1737410d1c00	429.36358600999256	210.0	0.0
2554	c2fc451d-5afb-446a-b0b5-0406398abb7f	438.543458187691	210.0	0.0
2554	064d33c1-7e07-4be8-8ceb-404077a55115	447.7171546377268	210.0	0.0
2554	0d7ce4b7-4611-43ec-93dc-59c833851ae1	456.8881720448125	210.0	0.0
2554	d6f5ca95-2b7e-49c9-a830-07da43b14a74	466.05770807466683	210.0	0.0
2554	18c19672-05b8-4647-8892-d1b2f3502ae9	475.226267590927	210.0	0.0
2554	052e13e2-dd86-4b5f-80c4-a8bc5b8c3dd1	484.3941515677587	210.0	0.0
2554	1e36b5f2-a613-4efa-a2be-4464c0de7dad	493.561606019749	210.0	0.0
2554	d3b1ee50-c30a-4855-88ec-bd45bd454a70	502.72886347086245	210.0	0.0
2554	990da698-f604-4e17-a0ac-870e29ae4481	511.8961461437082	210.0	0.0
2554	ebba1dd7-8323-4356-83cd-85d120a3e13d	521.0636592529212	210.0	0.0
2554	68ba1a00-b72a-4187-afb7-bb632e51df18	530.2315868840205	210.0	0.0
2554	f7df4b7c-5a2a-45f3-a296-b8b65f5227d5	539.4000900386629	210.0	0.0
2554	0f31557d-eb32-416e-a67e-616444e00415	548.569312761459	210.0	0.0
2554	b79ff6f8-938f-4e28-8df1-6a52794ffd73	557.7394048231041	210.0	0.0
2554	ec53b685-cd10-4694-9a2e-d97eebb4c12d	566.9105482501011	210.0	0.0
2554	2e203117-546b-4f51-a522-2948babf2c73	576.0829787372807	210.0	0.0
2554	e29d90af-0b87-4ac6-8dfd-652f6680d641	585.2570165138113	210.0	0.0
2554	df4cfcd2-cce6-4f1a-9216-b7c5f82e96b6	594.4329075073045	210.0	0.0
2554	dc31d961-a091-4fcb-9462-5d7a22a83435	603.6123294424502	210.0	0.0
2554	76efaf57-4d6a-4f12-bd16-e7b3fbb88100	612.7898896847031	210.0	0.0
2554	18898c98-0c71-4022-8de5-8b6acea07652	621.9471551025529	210.0	0.0
2554	9ff7d5b1-aa88-4bca-94b1-de0557dc473f	630.9913969372925	210.0	0.0
2554	02ac8885-e652-48a3-80e1-96c2ac0c3293	639.8545219947051	210.0	0.0
2554	865e14f0-b58d-458e-aced-c62d6e370e6b	648.5796419392069	210.0	0.0
2554	5924a9f6-db61-4da5-b883-a8a4b689eeb0	657.2757458058301	210.0	0.0
2554	f884cfff-9a29-42bc-8d5c-a820dc0d83f1	665.9930715611289	210.0	0.0
2554	03aa4524-995b-40dd-ae74-894c0d7cdbf8	674.7361932819697	210.0	0.0
2554	89a8b071-639d-402e-81d0-09217e63e4d3	683.4947377762736	210.0	0.0
2554	81ce6e6e-d375-4386-abc9-6345af637bde	692.235146988836	210.0	0.0
2554	8cdc3e8e-ad57-48f3-aa0b-7ce17692d647	700.950098968905	210.0	0.0
2554	d61e6db4-abbd-4910-90a3-88b060d93d58	709.6493469203051	210.0	0.0
2554	0303f268-c981-46ec-b886-324969602bd2	718.3717134244222	210.0	0.0
2554	9091a405-49a1-4e32-a189-e82399b0d7cf	727.1243705922951	210.0	0.0
2554	2e3e5617-077f-4e01-aa9c-081d431e435a	735.8603082311512	210.0	0.0
2554	e0be9c7c-b1da-466b-889b-71c5bc228056	744.6216550050759	210.0	0.0
2554	fc52e389-5236-471b-9923-8b5b1ef63042	423.0701835864804	30.0	0.0
2554	8f870899-d966-4514-ac79-510120c95f7d	413.9023127623846	30.0	0.0
2554	5d3ad36d-0c23-48f8-9558-6478bdfd5b28	404.67812140298975	30.0	0.0
2554	5f328032-bed1-4878-ab3e-afd2a79f0791	395.5121656613541	30.0	0.0
2554	7109fdad-72c8-4e5f-9e26-c196e199cb73	386.28549334141616	30.0	0.0
2554	f7d306d9-bd99-421a-9d4d-01e006c2be51	377.1188574082626	30.0	0.0
2554	8d87829c-a9bd-40f2-b2f0-5bf61c1cc11e	367.9063599849144	30.0	0.0
2554	08cc5f88-2f20-4468-a4cb-f762bf59155c	358.73416859618385	30.0	0.0
2554	09ea4c9b-fdd8-428e-a194-f5f55a199dd6	349.5501299176101	30.0	0.0
2554	80a01866-1683-405e-8b3f-c90e70d2fb79	340.3618360257219	30.0	0.0
2554	a19395e0-b09b-46fa-a8ff-eb20c023c389	331.19929014560154	30.0	0.0
2554	3888a019-1002-402c-ac5e-ff83b0649033	321.9827751560605	30.0	0.0
2554	1101d09c-28a8-4921-b598-a6df611abb30	312.815015485741	30.0	0.0
2554	6fa878ba-f071-44b9-a254-9f6b1d5b193d	303.6360745611217	30.0	0.0
2554	3f239e03-7f65-4fef-8965-50d26ee311f6	294.436940031454	30.0	0.0
2554	cb92b107-e570-4ba1-bea4-a28caca6306c	285.2742980613469	30.0	0.0
2554	c6a36d8f-7991-40b6-aed4-c5806327372f	276.06676947242954	30.0	0.0
2554	e99b2cf0-160f-4c16-bb58-972b62051558	266.8894602558491	30.0	0.0
2554	4662aade-4d15-4fb4-a316-03e661b61575	257.71058774047407	30.0	0.0
2554	fefad522-f804-4c99-9022-8efe173192be	248.52540600253295	30.0	0.0
2554	5c2bbe5e-97ba-4c4a-b400-4970ca8a2a1f	239.35511446605187	30.0	0.0
2554	6824a677-f291-4e87-a59e-77b02ecd1ed3	230.15646766379552	30.0	0.0
2554	b9947673-1ddb-4701-9764-041179b37915	220.99363687463983	30.0	0.0
2554	000b69e7-cdb9-4cc4-8876-d701dffe5d5f	211.81126995902454	30.0	0.0
2554	1aaf30aa-0101-4732-8d6d-b5ebbfed85a9	202.58741236152804	30.0	0.0
2554	d47d5737-61d5-456d-894d-0a5dc5a58a49	193.3749467971248	30.0	0.0
2554	2823e57c-ae84-49fa-b8c5-ef48cef21e91	184.19656411210318	30.0	0.0
2555	6efb91cc-ce07-4af1-b40a-759a0b17db70	180.0	40.73159585343614	0.0
2555	ac1a6099-9a04-4568-8c3d-92b7dffb2dd9	180.0	49.91648244853751	0.0
2555	58ef50aa-07ea-4178-998b-245725181a9a	180.0	59.12668193515071	0.0
2555	b2b09731-ec97-474f-b667-9818031f9745	180.0	68.28823878154058	0.0
2555	90b3e74c-410a-4406-bab0-4e2f8a94a39c	180.0	77.48466022616654	0.0
2555	39733f21-99db-4345-80f3-a8c48679374c	180.0	86.68979015123669	0.0
2555	ca6882b8-64d1-408e-901e-9ab43a451d95	180.0	95.85159029519991	0.0
2555	234ce838-dfb9-4fce-b437-54b6dca7ecf0	180.0	105.03309214529497	0.0
2555	7b79c137-259d-469e-becc-9e2c6c3ef602	180.0	114.24973425500131	0.0
2555	fa88fe20-2e26-4e21-a59c-4889840b6e9f	180.0	123.43656364439396	0.0
2555	20079a9a-2a31-4d95-b5af-de85bc476260	180.0	132.59797918565542	0.0
2555	7701227a-1729-4f06-a95c-0756eaaeb1c8	180.0	141.7795357367779	0.0
2555	18697852-4ecb-4bdd-82ed-e7b7946a95dc	180.0	150.99420307194305	0.0
2555	766cd31a-5b20-40f8-a756-e2c6567b9253	180.0	160.18668650624957	0.0
2555	24e082ac-092e-418b-87b9-bf345de5ceb6	180.0	169.34839884250164	0.0
2555	146ee301-c2d3-4caf-af4e-68d9eb8d9b4d	180.0	178.52679841654333	0.0
2555	c53c94ae-4544-4971-ac67-0b3e3caba786	180.0	187.73948334457333	0.0
2555	a18c787b-d687-4156-b434-08ffc905fc1c	180.0	196.93000371736238	0.0
2555	a823a1af-0392-463c-8ae8-198ac1f16aa1	180.0	206.0919260500008	0.0
2555	fc52e389-5236-471b-9923-8b5b1ef63042	423.0701835864804	30.0	0.0
2555	8f870899-d966-4514-ac79-510120c95f7d	413.9023127623846	30.0	0.0
2555	5d3ad36d-0c23-48f8-9558-6478bdfd5b28	404.67812140298975	30.0	0.0
2555	5f328032-bed1-4878-ab3e-afd2a79f0791	395.5121656613541	30.0	0.0
2555	7109fdad-72c8-4e5f-9e26-c196e199cb73	386.28549334141616	30.0	0.0
2555	f7d306d9-bd99-421a-9d4d-01e006c2be51	377.1188574082626	30.0	0.0
2555	8d87829c-a9bd-40f2-b2f0-5bf61c1cc11e	367.9063599849144	30.0	0.0
2555	08cc5f88-2f20-4468-a4cb-f762bf59155c	358.73416859618385	30.0	0.0
2555	09ea4c9b-fdd8-428e-a194-f5f55a199dd6	349.5501299176101	30.0	0.0
2555	80a01866-1683-405e-8b3f-c90e70d2fb79	340.3618360257219	30.0	0.0
2555	a19395e0-b09b-46fa-a8ff-eb20c023c389	331.19929014560154	30.0	0.0
2555	3888a019-1002-402c-ac5e-ff83b0649033	321.9827751560605	30.0	0.0
2555	1101d09c-28a8-4921-b598-a6df611abb30	312.815015485741	30.0	0.0
2555	6fa878ba-f071-44b9-a254-9f6b1d5b193d	303.6360745611217	30.0	0.0
2555	3f239e03-7f65-4fef-8965-50d26ee311f6	294.436940031454	30.0	0.0
2555	cb92b107-e570-4ba1-bea4-a28caca6306c	285.2742980613469	30.0	0.0
2555	c6a36d8f-7991-40b6-aed4-c5806327372f	276.06676947242954	30.0	0.0
2555	e99b2cf0-160f-4c16-bb58-972b62051558	266.8894602558491	30.0	0.0
2555	4662aade-4d15-4fb4-a316-03e661b61575	257.71058774047407	30.0	0.0
2555	fefad522-f804-4c99-9022-8efe173192be	248.52540600253295	30.0	0.0
2555	5c2bbe5e-97ba-4c4a-b400-4970ca8a2a1f	239.35511446605187	30.0	0.0
2555	6824a677-f291-4e87-a59e-77b02ecd1ed3	230.15646766379552	30.0	0.0
2555	b9947673-1ddb-4701-9764-041179b37915	220.99363687463983	30.0	0.0
2555	000b69e7-cdb9-4cc4-8876-d701dffe5d5f	211.81126995902454	30.0	0.0
2555	1aaf30aa-0101-4732-8d6d-b5ebbfed85a9	202.58741236152804	30.0	0.0
2555	d47d5737-61d5-456d-894d-0a5dc5a58a49	193.3749467971248	30.0	0.0
2555	2823e57c-ae84-49fa-b8c5-ef48cef21e91	184.19656411210318	30.0	0.0
2555	b32d1ceb-b56d-4e4c-90d2-b53743e5046c	190.4996083010458	210.0	0.0
2555	aa67455b-43ae-4147-a56d-85ce46b50c6c	199.6654624475823	210.0	0.0
2555	fdf38317-96cb-4d64-a389-dedd6d98030a	208.88312587685618	210.0	0.0
2555	8a0f38e2-a95a-4d5a-ae6f-9c2e2256ef5a	218.04518298746697	210.0	0.0
2555	41e25ac5-4e6d-493e-8293-176894045b9c	227.24102772187405	210.0	0.0
2555	4b3fc658-6df5-469e-b082-0560c97979ac	236.42123318176505	210.0	0.0
2555	2c9cd52f-eaee-4ffc-8fb9-c46f273dc498	245.59410645431413	210.0	0.0
2555	c79f1fe6-a3a0-41c9-a5fa-b6232a538343	254.81648178123638	210.0	0.0
2555	955172e4-4cd2-478b-99fe-ca809c13428e	263.9787715816652	210.0	0.0
2555	d0299af7-65dc-4d20-8df1-dfdf14790de8	273.17054448782693	210.0	0.0
2555	501ff1cf-7a8d-4804-9c09-400408b23171	282.36692386027414	210.0	0.0
2555	2a1906b0-1f15-43ab-8541-1d7a681cd03e	291.530113019911	210.0	0.0
2555	c64322a1-74f2-4701-896e-43983b71e7dd	300.73345917005463	210.0	0.0
2555	6baeb347-28c0-4caf-8502-68fad85d7f15	309.9187596320789	210.0	0.0
2555	c44fe5e8-8baa-4d8a-aa2c-4e195997e90a	319.0832646440967	210.0	0.0
2555	5fb6c154-9b47-4a5e-b09f-ced9b8cb454d	328.2872174580514	210.0	0.0
2555	42b8be10-0e44-4707-b09d-002324790d8b	337.4749327958164	210.0	0.0
2555	dd6e5728-aa6d-40c8-8f24-d641e44f27c2	346.63840800084046	210.0	0.0
2555	886a948f-82bb-413c-8fd2-5a31de84c7a5	355.84001281422337	210.0	0.0
2555	cc33948c-b615-48a7-ab34-a74d863cb7d8	365.0311453458362	210.0	0.0
2555	7885c0c6-bc67-4a13-9e1a-b702b1f31c12	374.1940225102854	210.0	0.0
2555	c12564c3-2105-4df5-96c3-0c682de9c040	383.39452658807323	210.0	0.0
2555	460d7fc8-696a-4b90-bdba-1b3a218bbe80	392.5879020521719	210.0	0.0
2555	4b2a7239-1556-4e73-993a-2a614d92fb61	401.7499325572686	210.0	0.0
2555	946e267c-85e8-4f98-a375-94cffd3f0a94	410.94358105841326	210.0	0.0
2555	d969d69b-e2d3-4caa-b08c-a2b22e3f83cb	420.16749934229495	210.0	0.0
2555	1e38649b-30f1-4d6c-93aa-1737410d1c00	429.36358600999256	210.0	0.0
2555	c2fc451d-5afb-446a-b0b5-0406398abb7f	438.543458187691	210.0	0.0
2555	064d33c1-7e07-4be8-8ceb-404077a55115	447.7171546377268	210.0	0.0
2555	0d7ce4b7-4611-43ec-93dc-59c833851ae1	456.8881720448125	210.0	0.0
2555	d6f5ca95-2b7e-49c9-a830-07da43b14a74	466.05770807466683	210.0	0.0
2555	18c19672-05b8-4647-8892-d1b2f3502ae9	475.226267590927	210.0	0.0
2555	052e13e2-dd86-4b5f-80c4-a8bc5b8c3dd1	484.3941515677587	210.0	0.0
2555	1e36b5f2-a613-4efa-a2be-4464c0de7dad	493.561606019749	210.0	0.0
2555	d3b1ee50-c30a-4855-88ec-bd45bd454a70	502.72886347086245	210.0	0.0
2555	990da698-f604-4e17-a0ac-870e29ae4481	511.8961461437082	210.0	0.0
2555	ebba1dd7-8323-4356-83cd-85d120a3e13d	521.0636592529212	210.0	0.0
2555	68ba1a00-b72a-4187-afb7-bb632e51df18	530.2315868840205	210.0	0.0
2555	f7df4b7c-5a2a-45f3-a296-b8b65f5227d5	539.4000900386629	210.0	0.0
2555	0f31557d-eb32-416e-a67e-616444e00415	548.569312761459	210.0	0.0
2555	b79ff6f8-938f-4e28-8df1-6a52794ffd73	557.7394048231041	210.0	0.0
2555	ec53b685-cd10-4694-9a2e-d97eebb4c12d	566.9105482501011	210.0	0.0
2555	2e203117-546b-4f51-a522-2948babf2c73	576.0829787372807	210.0	0.0
