time	Car ID	x	y	Speed
1746	9ecfa52c-8ce1-4145-a7e1-fdedbd56d010	367.6563467492249	350.0	6.994405055138486E-15
1746	fbceeddf-5503-4a0a-a9d0-03b2d3eac29e	380.7058823529401	350.0	6.994405055138486E-15
1746	8a89be67-16a8-4f36-b115-ee000423b7bf	393.75541795665526	350.0	6.994405055138486E-15
1746	61394f2b-6a6f-4069-9dd0-d49ba5836b08	406.80495356037045	350.0	6.994405055138486E-15
1746	fb285af7-6174-4166-a576-0509a4ba03d1	419.85448916408563	350.0	6.994405055138486E-15
1746	523da1d8-8ab8-4ecf-bcb7-386f7627aeb3	432.9040247678008	350.0	6.994405055138486E-15
1746	b8aff3c2-f9a5-4615-8f53-2fb2ff1501d8	445.953560371516	350.0	6.994405055138486E-15
1746	5bf4a51e-2868-47d2-9736-5733aedccdd0	459.0030959752312	350.0	6.994405055138486E-15
1746	2270c637-9010-4270-b333-564b4f7bef2a	472.0526315789464	350.0	6.994405055138486E-15
1746	40d71d2e-a908-49bd-b7c8-0e7588c9f040	485.10216718266156	350.0	6.994405055138486E-15
1746	a021fb54-8228-4c64-a60c-27d023fabac8	498.15170278637675	350.0	6.994405055138486E-15
1746	550c6cd3-20d3-4285-b2e8-903af6d818ad	511.20123839009193	350.0	6.994405055138486E-15
1746	1c01cadc-bbce-47b8-b6cb-dbd28fb863b7	524.2507739938071	350.0	7.216449660063518E-15
1746	7ee12214-25a0-4410-a030-6614d21ffb29	537.3003095975223	350.0	7.216449660063518E-15
1746	6e8ffee8-c048-4022-bddb-6e5c3eb3d577	550.3498452012375	350.0	7.216449660063518E-15
1746	4567d8fa-9388-4e12-aa1a-7d800c49db6f	563.3993808049527	350.0	7.216449660063518E-15
1746	38a755dd-1d8c-4967-a315-53a30002b4d7	576.4489164086679	350.0	7.216449660063518E-15
1746	2ec0e411-a826-4b83-86af-683b812e1a1b	589.498452012383	350.0	7.216449660063518E-15
1746	7fc2db5a-95c5-4c62-a9f0-78b8096e0155	602.5479876160982	350.0	7.216449660063518E-15
1746	34af18b6-2f67-4fc1-b35c-f4c1c5efe381	615.5975232198134	350.0	7.216449660063518E-15
1746	25e1cfc9-62e6-47c6-ae67-dfc95afb3b1b	628.6470588235286	350.0	7.216449660063518E-15
1746	055cdb38-2c97-4840-9796-0b3c1e426b93	641.6965944272438	350.0	7.216449660063518E-15
1746	5a9a40dd-f199-4b87-9e1a-fe142674c027	654.746130030959	350.0	7.216449660063518E-15
1746	0baf54c8-3afa-492f-832d-57a449ed8a11	667.7956656346742	350.0	7.216449660063518E-15
1746	25284347-d145-4b7a-8af9-8c8c1102a71b	680.8452012383893	350.0	7.216449660063518E-15
1746	b20314f0-4d9b-4c8a-bc46-9f20a7d866eb	693.8947368421045	350.0	7.216449660063518E-15
1746	f407d38c-ff2d-40d4-9873-634807fe8d24	706.9442724458197	350.0	7.216449660063518E-15
1746	d9a51c98-d8d6-4932-859d-8099fdf1ab79	719.9938080495349	350.0	7.216449660063518E-15
1746	3a2f167b-3d5c-49d4-98b6-1d207060ef60	733.0433436532501	350.0	7.216449660063518E-15
1746	0449264a-2cf4-44c3-b822-621d2bd23abe	746.0928792569653	350.0	7.216449660063518E-15
1746	bce38a26-d82c-4068-b9ba-be14a2f48aa5	759.1424148606804	350.0	7.216449660063518E-15
1746	ec643a03-3ed3-48e2-b8c8-398e70031821	772.1919504643956	350.0	7.216449660063518E-15
1746	bda5c6b7-b8b4-4a03-b73d-0bf92c152be1	785.2414860681108	350.0	7.216449660063518E-15
1746	86a7270e-ca70-4a40-8d01-95b73550e06a	798.291021671826	350.0	7.216449660063518E-15
1746	21f85db3-47be-4c97-9ed8-e50f9311b2f4	811.3405572755412	350.0	7.216449660063518E-15
1746	6b0d48d3-bde0-4b1a-8c1d-c319b8cb8902	824.3900928792564	350.0	6.772360450213455E-15
1746	501cbfb0-445a-42c5-a661-f05ab879ef1f	837.4396284829716	350.0	6.772360450213455E-15
1746	39d6402a-721c-4296-b8d9-bf60b6bedbe3	850.4891640866867	350.0	6.772360450213455E-15
1746	aa6fb179-09e8-444c-b892-7295d6ae2eae	863.5386996904019	350.0	6.772360450213455E-15
1746	025f3f13-f07d-402a-a300-76fb7286d597	876.5882352941171	350.0	6.772360450213455E-15
