19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	31.49998813105687	210.0	1.49998813105687	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	208.50005822924854	1.4999417707514484	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	210.0	0.0	
19	30.0	211.49994177075146	1.4999417707514484	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	214.42904639503945	2.929104624287997	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	205.57095360496055	2.929104624287997	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	30.0	210.0	0.0	
20	34.42927933694671	210.0	2.9292912058898413	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	218.66496970034947	4.235923305310015	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	38.66566144703626	210.0	4.2363821100895445	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	210.0	0.0	
21	30.0	201.33503029965053	4.235923305310015	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.655613524589107	210.0	0.6556135245891087	
22	44.06654526844718	210.0	5.4008838214109245	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	209.3448248874156	0.6551751125844036	
22	30.0	195.93503046447	5.3999998351805205	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.0	0.0	
22	30.0	210.6551751125844	0.6551751125844036	
