t	id	d	v	
2575	0303f268-c981-46ec-b886-324969602bd2	-28.014650211941454	0.0
2575	9091a405-49a1-4e32-a189-e82399b0d7cf	-19.261993044068515	0.0
2575	2e3e5617-077f-4e01-aa9c-081d431e435a	-10.526055405212457	0.0
2575	e0be9c7c-b1da-466b-889b-71c5bc228056	-1.7647086312877134	0.0
2575	fc52e389-5236-471b-9923-8b5b1ef63042	503.3161800498832	0.0
2575	8f870899-d966-4514-ac79-510120c95f7d	512.484050873979	0.0
2575	5d3ad36d-0c23-48f8-9558-6478bdfd5b28	521.7082422333739	0.0
2575	5f328032-bed1-4878-ab3e-afd2a79f0791	530.8741979750096	0.0
2575	7109fdad-72c8-4e5f-9e26-c196e199cb73	540.1008702949475	0.0
2575	f7d306d9-bd99-421a-9d4d-01e006c2be51	549.267506228101	0.0
2575	8d87829c-a9bd-40f2-b2f0-5bf61c1cc11e	558.4800036514492	0.0
2575	08cc5f88-2f20-4468-a4cb-f762bf59155c	567.6521950401798	0.0
2575	09ea4c9b-fdd8-428e-a194-f5f55a199dd6	576.8362337187535	0.0
2575	80a01866-1683-405e-8b3f-c90e70d2fb79	586.0245276106417	0.0
2575	a19395e0-b09b-46fa-a8ff-eb20c023c389	595.187073490762	0.0
2575	3888a019-1002-402c-ac5e-ff83b0649033	604.4035884803031	0.0
2575	1101d09c-28a8-4921-b598-a6df611abb30	613.5713481506226	0.0
2575	6fa878ba-f071-44b9-a254-9f6b1d5b193d	622.7502890752419	0.0
2575	3f239e03-7f65-4fef-8965-50d26ee311f6	631.9494236049096	0.0
2575	cb92b107-e570-4ba1-bea4-a28caca6306c	641.1120655750167	0.0
2575	c6a36d8f-7991-40b6-aed4-c5806327372f	650.3195941639341	0.0
2575	e99b2cf0-160f-4c16-bb58-972b62051558	659.4969033805146	0.0
2575	4662aade-4d15-4fb4-a316-03e661b61575	668.6757758958895	0.0
2575	fefad522-f804-4c99-9022-8efe173192be	677.8609576338307	0.0
2575	5c2bbe5e-97ba-4c4a-b400-4970ca8a2a1f	687.0312491703118	0.0
2575	6824a677-f291-4e87-a59e-77b02ecd1ed3	696.2298959725681	0.0
2575	b9947673-1ddb-4701-9764-041179b37915	705.3927267617238	0.0
2575	000b69e7-cdb9-4cc4-8876-d701dffe5d5f	714.575093677339	0.0
2575	1aaf30aa-0101-4732-8d6d-b5ebbfed85a9	723.7989512748355	0.0
2575	d47d5737-61d5-456d-894d-0a5dc5a58a49	733.0114168392388	0.0
2575	2823e57c-ae84-49fa-b8c5-ef48cef21e91	742.1897995242605	0.0
2575	6efb91cc-ce07-4af1-b40a-759a0b17db70	-735.6547677829275	0.0
2575	ac1a6099-9a04-4568-8c3d-92b7dffb2dd9	-726.4698811878261	0.0
2575	58ef50aa-07ea-4178-998b-245725181a9a	-717.2596817012129	0.0
2575	b2b09731-ec97-474f-b667-9818031f9745	-708.098124854823	0.0
2575	90b3e74c-410a-4406-bab0-4e2f8a94a39c	-698.9017034101971	0.0
2575	39733f21-99db-4345-80f3-a8c48679374c	-689.6965734851269	0.0
2575	ca6882b8-64d1-408e-901e-9ab43a451d95	-680.5347733411637	0.0
2575	234ce838-dfb9-4fce-b437-54b6dca7ecf0	-671.3532714910687	0.0
2575	7b79c137-259d-469e-becc-9e2c6c3ef602	-662.1366293813624	0.0
2575	fa88fe20-2e26-4e21-a59c-4889840b6e9f	-652.9497999919697	0.0
2575	20079a9a-2a31-4d95-b5af-de85bc476260	-643.7883844507082	0.0
2575	7701227a-1729-4f06-a95c-0756eaaeb1c8	-634.6068278995857	0.0
2575	18697852-4ecb-4bdd-82ed-e7b7946a95dc	-625.3921605644206	0.0
2575	766cd31a-5b20-40f8-a756-e2c6567b9253	-616.1996771301141	0.0
2575	24e082ac-092e-418b-87b9-bf345de5ceb6	-607.037964793862	0.0
2575	146ee301-c2d3-4caf-af4e-68d9eb8d9b4d	-597.8595652198203	0.0
2575	c53c94ae-4544-4971-ac67-0b3e3caba786	-588.6468802917904	0.0
2575	a18c787b-d687-4156-b434-08ffc905fc1c	-579.4563599190012	0.0
2575	a823a1af-0392-463c-8ae8-198ac1f16aa1	-570.2944375863628	0.0
2576	fc52e389-5236-471b-9923-8b5b1ef63042	503.3161800498832	0.0
2576	8f870899-d966-4514-ac79-510120c95f7d	512.484050873979	0.0
2576	5d3ad36d-0c23-48f8-9558-6478bdfd5b28	521.7082422333739	0.0
2576	5f328032-bed1-4878-ab3e-afd2a79f0791	530.8741979750096	0.0
2576	7109fdad-72c8-4e5f-9e26-c196e199cb73	540.1008702949475	0.0
2576	f7d306d9-bd99-421a-9d4d-01e006c2be51	549.267506228101	0.0
2576	8d87829c-a9bd-40f2-b2f0-5bf61c1cc11e	558.4800036514492	0.0
2576	08cc5f88-2f20-4468-a4cb-f762bf59155c	567.6521950401798	0.0
2576	09ea4c9b-fdd8-428e-a194-f5f55a199dd6	576.8362337187535	0.0
2576	80a01866-1683-405e-8b3f-c90e70d2fb79	586.0245276106417	0.0
2576	a19395e0-b09b-46fa-a8ff-eb20c023c389	595.187073490762	0.0
2576	3888a019-1002-402c-ac5e-ff83b0649033	604.4035884803031	0.0
2576	1101d09c-28a8-4921-b598-a6df611abb30	613.5713481506226	0.0
2576	6fa878ba-f071-44b9-a254-9f6b1d5b193d	622.7502890752419	0.0
2576	3f239e03-7f65-4fef-8965-50d26ee311f6	631.9494236049096	0.0
2576	cb92b107-e570-4ba1-bea4-a28caca6306c	641.1120655750167	0.0
2576	c6a36d8f-7991-40b6-aed4-c5806327372f	650.3195941639341	0.0
2576	e99b2cf0-160f-4c16-bb58-972b62051558	659.4969033805146	0.0
2576	4662aade-4d15-4fb4-a316-03e661b61575	668.6757758958895	0.0
2576	fefad522-f804-4c99-9022-8efe173192be	677.8609576338307	0.0
2576	5c2bbe5e-97ba-4c4a-b400-4970ca8a2a1f	687.0312491703118	0.0
2576	6824a677-f291-4e87-a59e-77b02ecd1ed3	696.2298959725681	0.0
2576	b9947673-1ddb-4701-9764-041179b37915	705.3927267617238	0.0
2576	000b69e7-cdb9-4cc4-8876-d701dffe5d5f	714.575093677339	0.0
2576	1aaf30aa-0101-4732-8d6d-b5ebbfed85a9	723.7989512748355	0.0
2576	d47d5737-61d5-456d-894d-0a5dc5a58a49	733.0114168392388	0.0
2576	2823e57c-ae84-49fa-b8c5-ef48cef21e91	742.1897995242605	0.0
2576	b32d1ceb-b56d-4e4c-90d2-b53743e5046c	-555.8867553353178	0.0
2576	aa67455b-43ae-4147-a56d-85ce46b50c6c	-546.7209011887813	0.0
2576	fdf38317-96cb-4d64-a389-dedd6d98030a	-537.5032377595074	0.0
2576	8a0f38e2-a95a-4d5a-ae6f-9c2e2256ef5a	-528.3411806488966	0.0
2576	41e25ac5-4e6d-493e-8293-176894045b9c	-519.1453359144896	0.0
2576	4b3fc658-6df5-469e-b082-0560c97979ac	-509.9651304545986	0.0
2576	2c9cd52f-eaee-4ffc-8fb9-c46f273dc498	-500.7922571820495	0.0
2576	c79f1fe6-a3a0-41c9-a5fa-b6232a538343	-491.5698818551273	0.0
2576	955172e4-4cd2-478b-99fe-ca809c13428e	-482.4075920546984	0.0
2576	d0299af7-65dc-4d20-8df1-dfdf14790de8	-473.2158191485367	0.0
2576	501ff1cf-7a8d-4804-9c09-400408b23171	-464.0194397760895	0.0
2576	2a1906b0-1f15-43ab-8541-1d7a681cd03e	-454.8562506164526	0.0
2576	c64322a1-74f2-4701-896e-43983b71e7dd	-445.652904466309	0.0
2576	6baeb347-28c0-4caf-8502-68fad85d7f15	-436.46760400428474	0.0
2576	c44fe5e8-8baa-4d8a-aa2c-4e195997e90a	-427.30309899226694	0.0
2576	5fb6c154-9b47-4a5e-b09f-ced9b8cb454d	-418.09914617831225	0.0
2576	42b8be10-0e44-4707-b09d-002324790d8b	-408.9114308405472	0.0
2576	dd6e5728-aa6d-40c8-8f24-d641e44f27c2	-399.74795563552317	0.0
2576	886a948f-82bb-413c-8fd2-5a31de84c7a5	-390.54635082214025	0.0
2576	cc33948c-b615-48a7-ab34-a74d863cb7d8	-381.35521829052743	0.0
2576	7885c0c6-bc67-4a13-9e1a-b702b1f31c12	-372.19234112607825	0.0
2576	c12564c3-2105-4df5-96c3-0c682de9c040	-362.9918370482904	0.0
2576	460d7fc8-696a-4b90-bdba-1b3a218bbe80	-353.7984615841917	0.0
2576	4b2a7239-1556-4e73-993a-2a614d92fb61	-344.636431079095	0.0
2576	946e267c-85e8-4f98-a375-94cffd3f0a94	-335.44278257795037	0.0
2576	d969d69b-e2d3-4caa-b08c-a2b22e3f83cb	-326.2188642940687	0.0
2576	1e38649b-30f1-4d6c-93aa-1737410d1c00	-317.02277762637107	0.0
2576	c2fc451d-5afb-446a-b0b5-0406398abb7f	-307.84290544867264	0.0
2576	064d33c1-7e07-4be8-8ceb-404077a55115	-298.6692089986368	0.0
2576	0d7ce4b7-4611-43ec-93dc-59c833851ae1	-289.4981915915511	0.0
2576	d6f5ca95-2b7e-49c9-a830-07da43b14a74	-280.3286555616968	0.0
2576	18c19672-05b8-4647-8892-d1b2f3502ae9	-271.1600960454366	0.0
2576	052e13e2-dd86-4b5f-80c4-a8bc5b8c3dd1	-261.99221206860494	0.0
2576	1e36b5f2-a613-4efa-a2be-4464c0de7dad	-252.82475761661465	0.0
2576	d3b1ee50-c30a-4855-88ec-bd45bd454a70	-243.65750016550118	0.0
2576	990da698-f604-4e17-a0ac-870e29ae4481	-234.4902174926554	0.0
2576	ebba1dd7-8323-4356-83cd-85d120a3e13d	-225.32270438344244	0.0
2576	68ba1a00-b72a-4187-afb7-bb632e51df18	-216.15477675234308	0.0
2576	f7df4b7c-5a2a-45f3-a296-b8b65f5227d5	-206.9862735977007	0.0
2576	0f31557d-eb32-416e-a67e-616444e00415	-197.81705087490468	0.0
2576	b79ff6f8-938f-4e28-8df1-6a52794ffd73	-188.64695881325952	0.0
2576	ec53b685-cd10-4694-9a2e-d97eebb4c12d	-179.47581538626252	0.0
2576	2e203117-546b-4f51-a522-2948babf2c73	-170.30338489908297	0.0
2576	e29d90af-0b87-4ac6-8dfd-652f6680d641	-161.1293471225523	0.0
2576	df4cfcd2-cce6-4f1a-9216-b7c5f82e96b6	-151.95345612905908	0.0
2576	dc31d961-a091-4fcb-9462-5d7a22a83435	-142.7740341939134	0.0
2576	76efaf57-4d6a-4f12-bd16-e7b3fbb88100	-133.59647395166053	0.0
2576	18898c98-0c71-4022-8de5-8b6acea07652	-124.43920853381077	0.0
2576	9ff7d5b1-aa88-4bca-94b1-de0557dc473f	-115.39496669907113	0.0
2576	02ac8885-e652-48a3-80e1-96c2ac0c3293	-106.53184164165852	0.0
2576	865e14f0-b58d-458e-aced-c62d6e370e6b	-97.80672169715673	0.0
2576	5924a9f6-db61-4da5-b883-a8a4b689eeb0	-89.11061783053357	0.0
2576	f884cfff-9a29-42bc-8d5c-a820dc0d83f1	-80.39329207523475	0.0
2576	03aa4524-995b-40dd-ae74-894c0d7cdbf8	-71.65017035439395	0.0
2576	89a8b071-639d-402e-81d0-09217e63e4d3	-62.89162586009002	0.0
2576	81ce6e6e-d375-4386-abc9-6345af637bde	-54.15121664752758	0.0
2576	8cdc3e8e-ad57-48f3-aa0b-7ce17692d647	-45.436264667458666	0.0
2576	d61e6db4-abbd-4910-90a3-88b060d93d58	-36.73701671605853	0.0
2576	0303f268-c981-46ec-b886-324969602bd2	-28.014650211941454	0.0
2576	9091a405-49a1-4e32-a189-e82399b0d7cf	-19.261993044068515	0.0
2576	2e3e5617-077f-4e01-aa9c-081d431e435a	-10.526055405212457	0.0
2576	e0be9c7c-b1da-466b-889b-71c5bc228056	-1.7647086312877134	0.0
2576	6efb91cc-ce07-4af1-b40a-759a0b17db70	-735.6547677829275	0.0
2576	ac1a6099-9a04-4568-8c3d-92b7dffb2dd9	-726.4698811878261	0.0
2576	58ef50aa-07ea-4178-998b-245725181a9a	-717.2596817012129	0.0
2576	b2b09731-ec97-474f-b667-9818031f9745	-708.098124854823	0.0
2576	90b3e74c-410a-4406-bab0-4e2f8a94a39c	-698.9017034101971	0.0
2576	39733f21-99db-4345-80f3-a8c48679374c	-689.6965734851269	0.0
2576	ca6882b8-64d1-408e-901e-9ab43a451d95	-680.5347733411637	0.0
2576	234ce838-dfb9-4fce-b437-54b6dca7ecf0	-671.3532714910687	0.0
2576	7b79c137-259d-469e-becc-9e2c6c3ef602	-662.1366293813624	0.0
2576	fa88fe20-2e26-4e21-a59c-4889840b6e9f	-652.9497999919697	0.0
2576	20079a9a-2a31-4d95-b5af-de85bc476260	-643.7883844507082	0.0
2576	7701227a-1729-4f06-a95c-0756eaaeb1c8	-634.6068278995857	0.0
2576	18697852-4ecb-4bdd-82ed-e7b7946a95dc	-625.3921605644206	0.0
2576	766cd31a-5b20-40f8-a756-e2c6567b9253	-616.1996771301141	0.0
2576	24e082ac-092e-418b-87b9-bf345de5ceb6	-607.037964793862	0.0
2576	146ee301-c2d3-4caf-af4e-68d9eb8d9b4d	-597.8595652198203	0.0
2576	c53c94ae-4544-4971-ac67-0b3e3caba786	-588.6468802917904	0.0
2576	a18c787b-d687-4156-b434-08ffc905fc1c	-579.4563599190012	0.0
2576	a823a1af-0392-463c-8ae8-198ac1f16aa1	-570.2944375863628	0.0
2577	b32d1ceb-b56d-4e4c-90d2-b53743e5046c	-555.8867553353178	0.0
2577	aa67455b-43ae-4147-a56d-85ce46b50c6c	-546.7209011887813	0.0
2577	fdf38317-96cb-4d64-a389-dedd6d98030a	-537.5032377595074	0.0
2577	8a0f38e2-a95a-4d5a-ae6f-9c2e2256ef5a	-528.3411806488966	0.0
2577	41e25ac5-4e6d-493e-8293-176894045b9c	-519.1453359144896	0.0
2577	4b3fc658-6df5-469e-b082-0560c97979ac	-509.9651304545986	0.0
2577	2c9cd52f-eaee-4ffc-8fb9-c46f273dc498	-500.7922571820495	0.0
2577	c79f1fe6-a3a0-41c9-a5fa-b6232a538343	-491.5698818551273	0.0
2577	955172e4-4cd2-478b-99fe-ca809c13428e	-482.4075920546984	0.0
2577	d0299af7-65dc-4d20-8df1-dfdf14790de8	-473.2158191485367	0.0
2577	501ff1cf-7a8d-4804-9c09-400408b23171	-464.0194397760895	0.0
2577	2a1906b0-1f15-43ab-8541-1d7a681cd03e	-454.8562506164526	0.0
2577	c64322a1-74f2-4701-896e-43983b71e7dd	-445.652904466309	0.0
2577	6baeb347-28c0-4caf-8502-68fad85d7f15	-436.46760400428474	0.0
2577	c44fe5e8-8baa-4d8a-aa2c-4e195997e90a	-427.30309899226694	0.0
2577	5fb6c154-9b47-4a5e-b09f-ced9b8cb454d	-418.09914617831225	0.0
2577	42b8be10-0e44-4707-b09d-002324790d8b	-408.9114308405472	0.0
2577	dd6e5728-aa6d-40c8-8f24-d641e44f27c2	-399.74795563552317	0.0
2577	886a948f-82bb-413c-8fd2-5a31de84c7a5	-390.54635082214025	0.0
2577	cc33948c-b615-48a7-ab34-a74d863cb7d8	-381.35521829052743	0.0
2577	7885c0c6-bc67-4a13-9e1a-b702b1f31c12	-372.19234112607825	0.0
2577	c12564c3-2105-4df5-96c3-0c682de9c040	-362.9918370482904	0.0
2577	460d7fc8-696a-4b90-bdba-1b3a218bbe80	-353.7984615841917	0.0
2577	4b2a7239-1556-4e73-993a-2a614d92fb61	-344.636431079095	0.0
2577	946e267c-85e8-4f98-a375-94cffd3f0a94	-335.44278257795037	0.0
2577	d969d69b-e2d3-4caa-b08c-a2b22e3f83cb	-326.2188642940687	0.0
2577	1e38649b-30f1-4d6c-93aa-1737410d1c00	-317.02277762637107	0.0
2577	c2fc451d-5afb-446a-b0b5-0406398abb7f	-307.84290544867264	0.0
2577	064d33c1-7e07-4be8-8ceb-404077a55115	-298.6692089986368	0.0
2577	0d7ce4b7-4611-43ec-93dc-59c833851ae1	-289.4981915915511	0.0
2577	d6f5ca95-2b7e-49c9-a830-07da43b14a74	-280.3286555616968	0.0
2577	18c19672-05b8-4647-8892-d1b2f3502ae9	-271.1600960454366	0.0
2577	052e13e2-dd86-4b5f-80c4-a8bc5b8c3dd1	-261.99221206860494	0.0
2577	1e36b5f2-a613-4efa-a2be-4464c0de7dad	-252.82475761661465	0.0
2577	d3b1ee50-c30a-4855-88ec-bd45bd454a70	-243.65750016550118	0.0
2577	990da698-f604-4e17-a0ac-870e29ae4481	-234.4902174926554	0.0
2577	ebba1dd7-8323-4356-83cd-85d120a3e13d	-225.32270438344244	0.0
2577	68ba1a00-b72a-4187-afb7-bb632e51df18	-216.15477675234308	0.0
2577	f7df4b7c-5a2a-45f3-a296-b8b65f5227d5	-206.9862735977007	0.0
2577	0f31557d-eb32-416e-a67e-616444e00415	-197.81705087490468	0.0
2577	b79ff6f8-938f-4e28-8df1-6a52794ffd73	-188.64695881325952	0.0
2577	ec53b685-cd10-4694-9a2e-d97eebb4c12d	-179.47581538626252	0.0
2577	2e203117-546b-4f51-a522-2948babf2c73	-170.30338489908297	0.0
2577	e29d90af-0b87-4ac6-8dfd-652f6680d641	-161.1293471225523	0.0
2577	df4cfcd2-cce6-4f1a-9216-b7c5f82e96b6	-151.95345612905908	0.0
2577	dc31d961-a091-4fcb-9462-5d7a22a83435	-142.7740341939134	0.0
2577	76efaf57-4d6a-4f12-bd16-e7b3fbb88100	-133.59647395166053	0.0
2577	18898c98-0c71-4022-8de5-8b6acea07652	-124.43920853381077	0.0
2577	9ff7d5b1-aa88-4bca-94b1-de0557dc473f	-115.39496669907113	0.0
2577	02ac8885-e652-48a3-80e1-96c2ac0c3293	-106.53184164165852	0.0
2577	865e14f0-b58d-458e-aced-c62d6e370e6b	-97.80672169715673	0.0
2577	5924a9f6-db61-4da5-b883-a8a4b689eeb0	-89.11061783053357	0.0
2577	f884cfff-9a29-42bc-8d5c-a820dc0d83f1	-80.39329207523475	0.0
2577	03aa4524-995b-40dd-ae74-894c0d7cdbf8	-71.65017035439395	0.0
2577	89a8b071-639d-402e-81d0-09217e63e4d3	-62.89162586009002	0.0
2577	81ce6e6e-d375-4386-abc9-6345af637bde	-54.15121664752758	0.0
2577	8cdc3e8e-ad57-48f3-aa0b-7ce17692d647	-45.436264667458666	0.0
2577	d61e6db4-abbd-4910-90a3-88b060d93d58	-36.73701671605853	0.0
2577	0303f268-c981-46ec-b886-324969602bd2	-28.014650211941454	0.0
2577	9091a405-49a1-4e32-a189-e82399b0d7cf	-19.261993044068515	0.0
2577	2e3e5617-077f-4e01-aa9c-081d431e435a	-10.526055405212457	0.0
2577	e0be9c7c-b1da-466b-889b-71c5bc228056	-1.7647086312877134	0.0
2577	6efb91cc-ce07-4af1-b40a-759a0b17db70	-735.6547677829275	0.0
2577	ac1a6099-9a04-4568-8c3d-92b7dffb2dd9	-726.4698811878261	0.0
2577	58ef50aa-07ea-4178-998b-245725181a9a	-717.2596817012129	0.0
2577	b2b09731-ec97-474f-b667-9818031f9745	-708.098124854823	0.0
2577	90b3e74c-410a-4406-bab0-4e2f8a94a39c	-698.9017034101971	0.0
2577	39733f21-99db-4345-80f3-a8c48679374c	-689.6965734851269	0.0
2577	ca6882b8-64d1-408e-901e-9ab43a451d95	-680.5347733411637	0.0
2577	234ce838-dfb9-4fce-b437-54b6dca7ecf0	-671.3532714910687	0.0
2577	7b79c137-259d-469e-becc-9e2c6c3ef602	-662.1366293813624	0.0
2577	fa88fe20-2e26-4e21-a59c-4889840b6e9f	-652.9497999919697	0.0
2577	20079a9a-2a31-4d95-b5af-de85bc476260	-643.7883844507082	0.0
2577	7701227a-1729-4f06-a95c-0756eaaeb1c8	-634.6068278995857	0.0
2577	18697852-4ecb-4bdd-82ed-e7b7946a95dc	-625.3921605644206	0.0
2577	766cd31a-5b20-40f8-a756-e2c6567b9253	-616.1996771301141	0.0
2577	24e082ac-092e-418b-87b9-bf345de5ceb6	-607.037964793862	0.0
2577	146ee301-c2d3-4caf-af4e-68d9eb8d9b4d	-597.8595652198203	0.0
2577	c53c94ae-4544-4971-ac67-0b3e3caba786	-588.6468802917904	0.0
2577	a18c787b-d687-4156-b434-08ffc905fc1c	-579.4563599190012	0.0
2577	a823a1af-0392-463c-8ae8-198ac1f16aa1	-570.2944375863628	0.0
2577	fc52e389-5236-471b-9923-8b5b1ef63042	503.3161800498832	0.0
2577	8f870899-d966-4514-ac79-510120c95f7d	512.484050873979	0.0
2577	5d3ad36d-0c23-48f8-9558-6478bdfd5b28	521.7082422333739	0.0
2577	5f328032-bed1-4878-ab3e-afd2a79f0791	530.8741979750096	0.0
2577	7109fdad-72c8-4e5f-9e26-c196e199cb73	540.1008702949475	0.0
2577	f7d306d9-bd99-421a-9d4d-01e006c2be51	549.267506228101	0.0
2577	8d87829c-a9bd-40f2-b2f0-5bf61c1cc11e	558.4800036514492	0.0
2577	08cc5f88-2f20-4468-a4cb-f762bf59155c	567.6521950401798	0.0
2577	09ea4c9b-fdd8-428e-a194-f5f55a199dd6	576.8362337187535	0.0
2577	80a01866-1683-405e-8b3f-c90e70d2fb79	586.0245276106417	0.0
2577	a19395e0-b09b-46fa-a8ff-eb20c023c389	595.187073490762	0.0
2577	3888a019-1002-402c-ac5e-ff83b0649033	604.4035884803031	0.0
2577	1101d09c-28a8-4921-b598-a6df611abb30	613.5713481506226	0.0
2577	6fa878ba-f071-44b9-a254-9f6b1d5b193d	622.7502890752419	0.0
2577	3f239e03-7f65-4fef-8965-50d26ee311f6	631.9494236049096	0.0
2577	cb92b107-e570-4ba1-bea4-a28caca6306c	641.1120655750167	0.0
2577	c6a36d8f-7991-40b6-aed4-c5806327372f	650.3195941639341	0.0
2577	e99b2cf0-160f-4c16-bb58-972b62051558	659.4969033805146	0.0
2577	4662aade-4d15-4fb4-a316-03e661b61575	668.6757758958895	0.0
2577	fefad522-f804-4c99-9022-8efe173192be	677.8609576338307	0.0
2577	5c2bbe5e-97ba-4c4a-b400-4970ca8a2a1f	687.0312491703118	0.0
2577	6824a677-f291-4e87-a59e-77b02ecd1ed3	696.2298959725681	0.0
2577	b9947673-1ddb-4701-9764-041179b37915	705.3927267617238	0.0
2577	000b69e7-cdb9-4cc4-8876-d701dffe5d5f	714.575093677339	0.0
2577	1aaf30aa-0101-4732-8d6d-b5ebbfed85a9	723.7989512748355	0.0
2577	d47d5737-61d5-456d-894d-0a5dc5a58a49	733.0114168392388	0.0
2577	2823e57c-ae84-49fa-b8c5-ef48cef21e91	742.1897995242605	0.0
2578	b32d1ceb-b56d-4e4c-90d2-b53743e5046c	-555.8867553353178	0.0
2578	aa67455b-43ae-4147-a56d-85ce46b50c6c	-546.7209011887813	0.0
2578	fdf38317-96cb-4d64-a389-dedd6d98030a	-537.5032377595074	0.0
2578	8a0f38e2-a95a-4d5a-ae6f-9c2e2256ef5a	-528.3411806488966	0.0
