t	d	v	
157	833.7130968843719	11.44846373270447	
157	660.6545488582857	9.133427416485015	
157	552.0848529903694	9.328309716196909	
157	524.5030541736605	9.449098417542618	
157	404.382306182349	10.13280259057012	
157	370.05353477894994	10.312818265259272	
157	333.33874758265813	10.484147746983492	
157	250.41821915175387	10.630038201372095	
157	206.58986159915378	10.73505290010678	
157	158.48332141186165	11.105067797908232	
157	72.84617538601617	11.074458447468833	
157	14.400900528912302	11.368964979045396	
158	147.34302937201278	11.140292039848859	
158	61.76654781233441	11.079627573681785	
158	3.0328894177521306	11.36801111116017	
158	651.4803115158807	9.174237342405032	
158	542.7367567221345	9.348096268235071	
158	515.0330921502946	9.469962023366007	
158	394.23644153582575	10.145864646523295	
158	359.731461289574	10.322073489375962	
158	322.85005692693073	10.488690655727446	
158	239.77802714621384	10.640192005539973	
158	195.77375987945732	10.816101719696501	
158	845.1583897141953	11.44529282982341	
159	136.1753339990112	11.167695373001576	
159	50.68227225509497	11.084275557239447	
159	642.2813020958718	9.199009420008986	
159	533.3691251387012	9.367631583433228	
159	505.54269357552056	9.49039857477394	
159	384.0779839598222	10.158457576003592	
159	349.4004735618363	10.33098772773774	
159	312.3568491272912	10.493207799639507	
159	229.12160085888115	10.656426287332643	
159	184.89436866100652	10.879391218450845	
159	766.6911575043573	11.35679527589057	
159	856.5908508148442	11.432461100648833	
160	746.6782328050892	4.140288695467563	
160	633.067034409298	9.214267686573669	
160	523.9822102708749	9.3869148678262	
160	496.032277873038	9.510415702482511	
160	373.907374628395	10.170609331427203	
160	339.0608766691174	10.339596892718896	
160	301.85907545140844	10.497773675882693	
160	218.4462553670794	10.675345491801728	
160	160.25527928534106	10.753531245185119	
160	124.98636394823046	11.188970050780716	
160	39.56500597459916	11.117266280495834	
160	778.0395982630662	11.348440758708868	
160	868.0118911716115	11.42104035676732	
161	149.57293675999918	10.682342525341882	
161	113.78014063341618	11.206223314814308	
161	28.422309226355083	11.142696748244058	
161	741.4759860445216	5.202246760567599	
161	623.842942263019	9.224092146278895	
161	514.5762682346301	9.40594203624481	
161	486.50225773961233	9.530020133425719	
161	363.725027050011	10.182347578383983	
161	328.7129362894002	10.347940379717251	
161	291.3565683403517	10.50250711105668	
161	207.67320009498997	10.773055272089472	
161	789.3813472419209	11.341748978854792	
161	879.4320118316667	11.42012066005525	
162	746.3480499145161	1.4323178264597278	
162	735.364974212806	6.11101183171562	
162	614.6119638675378	9.230978395481243	
162	505.1515605476409	9.424707686989278	
162	476.9530395089383	9.54921823067407	
162	353.53132679315763	10.19370025685334	
162	318.35686988559314	10.356066403807114	
162	280.8490727025003	10.50749563785149	
162	196.85535305280462	10.817847042185393	
162	138.92620132952223	10.646735430476944	
162	102.55996720989333	11.220173423522823	
162	17.260003764335522	11.16230546201955	
162	800.7179382935747	11.336591051653691	
162	890.854366567873	11.422354736206206	
163	743.7232982222914	2.6247516922246152	
163	728.4960921006807	6.868882112125256	
163	605.3755373967332	9.236426470804629	
163	495.70835430753147	9.44320624010941	
163	467.3850232045856	9.568016304352664	
163	343.32662994011366	10.20469685304396	
163	307.99284518053537	10.364024705057753	
163	270.33523487521666	10.513837827283607	
163	186.0071261324523	10.84822692035236	
163	812.0506398942225	11.332701600647859	
163	902.2760436977493	11.421677129876324	
163	128.2936636253595	10.632537704162718	
163	91.32854746146603	11.231419748427305	
163	6.069263992883009	11.19073977145251	
164	739.8325774899153	3.890720732376158	
164	721.0084677985562	7.487624302124539	
164	596.1342145441753	9.241322852557914	
164	486.24692173751987	9.461432570011615	
164	457.79860242027314	9.586420784312427	
164	333.1112618718604	10.215368068253268	
164	297.62083311485196	10.372012065683373	
164	259.8139215601192	10.521313315097453	
164	161.3467497091384	10.791513290604493	
164	117.66231156559769	10.631352059761799	
164	80.0877301696816	11.240817291784417	
164	763.3051060402761	11.175029809749024	
164	823.3803752538146	11.32973535959208	
164	913.70099462509	11.42495092734066	
165	150.60873106335467	10.738018645783733	
165	107.02423043426512	10.638081131332594	
165	68.82785839678968	11.259871772891925	
165	774.4623938990043	11.157287858728232	
165	834.7079548577061	11.327579603891536	
165	925.1201233711897	11.419128746099778	
165	734.7735220905308	5.059055399384499	
165	713.0241346423626	7.984333156193638	
165	586.8880340384655	9.246180505709772	
165	476.7675394032557	9.479382334264178	
165	448.194164110191	9.60443831008214	
165	322.88549257026943	10.225769301590915	
165	287.2406943589082	10.380138755943818	
165	249.28436460132934	10.529556958789826	
166	728.6763279122847	6.097194178246107	
166	704.646116242745	8.378018399617535	
166	577.6367471565919	9.251286881873583	
166	467.2704872814114	9.49705212184426	
166	438.57208833771773	9.622075772473302	
166	312.64953383355385	10.235958736715558	
166	276.8522594546515	10.388434904256705	
166	238.72928124088457	10.555083360444785	
166	139.90697496759807	10.701756095756588	
166	96.37332551611797	10.650904918147122	
166	57.55347482693821	11.274383569851475	
166	785.6068756823165	11.144481783312298	
166	846.0338042289069	11.32584937120073	
166	936.5403683753729	11.420245004183121	
167	796.7422554102578	11.135379727941336	
167	857.3584101331991	11.324605904292136	
167	947.9606037673093	11.42023539193645	
167	721.7030681230467	6.973259789237983	
167	695.958936658865	8.687179583879983	
167	568.379953007145	9.25679414944692	
167	457.7560477853049	9.514439496106553	
167	428.93274800805045	9.639340329667265	
167	302.4035500885342	10.245983745019666	
167	266.4530165813778	10.399242873273721	
167	228.14029334093652	10.588987899948012	
167	129.22887585053923	10.678099117058853	
167	85.70636843799599	10.666957078121989	
167	46.26156282123304	11.29191200570519	
168	118.56527534386021	10.663600506679026	
168	75.02112978113769	10.685238656858289	
168	34.96274807119181	11.298814750041247	
168	807.8713231231036	11.129067712845712	
168	868.6821271550103	11.323717021811248	
168	959.374523831793	11.413920064483756	
168	714.0228552421054	7.680212880941347	
168	687.0305148189162	8.928421839948834	
168	559.1171791649863	9.262773842158674	
168	448.2245048065051	9.531542978799793	
168	419.2765085979348	9.65623941011566	
168	292.14729877226625	10.256251316267907	
168	256.04006243092465	10.412954150453155	
168	217.51432449800234	10.625968842934157	
169	107.90948038875706	10.655794955103138	
169	64.31753472922838	10.703595051909327	
169	23.658787244605264	11.303960826586554	
169	818.9961799374977	11.124856814394139	
169	880.0050880483723	11.322960893361966	
169	970.7851017080915	11.410577876298511	
169	742.5893573472051	0.0	
169	705.7941683146463	8.22868692745903	
169	677.9146195464701	9.115895272446117	
169	549.8479293278515	9.269249837134918	
169	438.67614280340257	9.548362003102499	
169	409.6037278462801	9.672780751654772	
169	281.88019277702654	10.267105995239712	
169	245.61093937342537	10.429123057499279	
169	206.7425197205348	10.77180477746758	
170	830.1184004415697	11.122220504072088	
170	891.3274593831097	11.322371334737449	
170	982.1687763312709	11.383674623179498	
170	741.1776089253696	1.411748421835546	
170	697.1550700566254	8.639098258020939	
170	668.6533692356866	9.261250310783556	
170	540.5717111075828	9.27621822026863	
170	429.111245940713	9.564896862689585	
170	399.9147553841781	9.688972462102068	
170	271.6014724905924	10.278720286434122	
170	235.14985356335364	10.461085810071744	
170	195.86093756227115	10.881582158263653	
170	97.25673204254582	10.65274834621126	
170	53.59598263200934	10.721552097219064	
170	12.344088105554135	11.314699139051108	
171	86.60366831550346	10.653063727042392	
171	42.85640729828515	10.739575333724172	
171	1.0281353872449586	11.315952718309154	
171	738.361959669325	2.8156492560445594	
171	688.2176261235522	8.9374439330732	
171	659.2795140995368	9.37385513614988	
171	531.288051862884	9.283659244698843	
171	419.5300972726398	9.581148668073173	
171	390.2099323266417	9.7048230575364	
171	261.3082143528195	10.293258137772922	
171	224.65057458102274	10.499278982330903	
171	184.88668548135888	10.97425208091228	
171	841.2391665083327	11.120766066762965	
171	902.6488304946197	11.321371111509984	
171	993.5264646697381	11.357688338467137	
172	757.2957463073562	11.32388169460121	
172	852.3593363404065	11.120169832073728	
172	913.9688778365154	11.320047341895734	
172	1004.8601242131042	11.33365954336616	
172	734.2453561080595	4.116603561265549	
172	679.0673868082716	9.150239315280565	
172	649.8183991196877	9.461114979848993	
172	521.9965073347134	9.291544528170434	
172	409.93297796703337	9.59711930560641	
172	380.4895902620549	9.720342064586777	
172	250.99747099067417	10.310743362145377	
172	214.1108561572879	10.539718423734772	
172	159.76918958358738	11.077262879066458	
172	75.9478559409153	10.655812374588136	
172	32.099940322651776	10.756466975633352	
173	728.9616751733713	5.283680934688084	
173	669.766635452805	9.300751355466668	
173	640.2895911831426	9.528807936544956	
173	512.6966659516506	9.299841383062828	
173	400.3201664311724	9.612811535860939	
173	370.7540494394291	9.735540822625804	
173	240.66686521841143	10.330605772262746	
173	203.45815136332465	10.652704793963212	
173	148.66386000883375	11.105329574753611	
173	65.28764222637835	10.660213714536932	
173	21.308379635125334	10.791560687526434	
173	768.6160924410116	11.320346133655358	
173	863.4795289221157	11.120192581709277	
173	925.2873707117417	11.31849287522632	
173	1016.1889580792026	11.328833866098378	
174	779.9335164971968	11.317424056185294	
174	874.6001876988767	11.120658776760944	
174	936.6045550998471	11.317184388105398	
174	1027.5150181821114	11.326060102908782	
174	137.53741641753504	11.126443591298699	
174	54.61989876737556	10.667743459002786	
174	10.446503954307843	10.861875680817468	
174	722.6540218606075	6.307653312763904	
174	660.3592823603007	9.407353092504284	
174	630.7081939705616	9.58139721258106	
174	503.3881505344901	9.308515417160633	
174	390.6919372056168	9.628229225555659	
174	361.00361648999956	9.750432949429559	
174	230.3044772199322	10.362387998479196	
174	192.6919056991611	10.766245664163526	
175	715.4670247363678	7.186997124239695	
175	650.8757336951171	9.483548665183493	
175	621.085890307196	9.622303663365601	
175	494.0706184455679	9.317532088922189	
175	381.0485596217096	9.643377583907215	
175	351.23857908243383	9.765037407565686	
175	219.90226392056604	10.40221329936621	
175	181.86478068363238	10.827125015528694	
175	750.0	10.915824793800933	
175	791.2485079898645	11.31499149266769	
175	885.7216475208896	11.121459822012957	
175	947.9206670372016	11.316111937354576	
175	1038.8395261640776	11.324507981966189	
175	126.39517783384417	11.142238583690865	
175	43.938716729278156	10.68118203809742	
176	758.3624538616741	10.89313302218098	
176	802.561457466215	11.3129494763505	
176	896.8441615191355	11.122513998245822	
176	959.2359170961982	11.315250058996652	
176	1050.159919680809	11.320393516731514	
176	167.9624878328561	10.902292850776268	
176	115.24108437058203	11.154093463262116	
176	33.17748789597505	10.761228833303134	
176	707.5505813662076	7.916443370160147	
176	641.3369165756349	9.538817119482259	
176	611.4317558480693	9.654134459126704	
176	484.74376081714274	9.326857628425143	
176	371.3902956104166	9.658264011292943	
176	341.4591991639883	9.779379918445526	
176	209.46155549957882	10.440708420987272	
177	157.04241105930365	10.920076773552465	
177	104.07602514638734	11.16505922419468	
177	22.404573559748997	10.772914336226028	
177	699.0469675730442	8.5036137931634	
177	631.7572819108875	9.57963466474735	
177	601.7528862372801	9.678869610789292	
177	475.4073012447463	9.336459572396429	
177	361.7173966711307	9.6728989392859	
177	331.6657074419005	9.793491722087792	
177	198.89738093879885	10.56417456078	
177	769.2425050059433	10.88005114426911	
177	813.8726765583552	11.311219092140306	
177	907.9679205444844	11.123759025348921	
177	970.5504089022711	11.314491806072848	
177	1061.4811828495829	11.321263168773799	
178	146.10761948379414	10.934791575509495	
178	92.90277194616732	11.173253200220005	
178	11.623785844086626	10.780787715662363	
178	780.1161046699846	10.873599664041313	
178	825.182414024337	11.309737465981849	
178	919.0930637970265	11.125143252542149	
178	981.8643361101884	11.313927207917397	
178	1072.764760619756	11.283577770173157	
178	690.0856516386704	8.961315934373882	
178	622.1469153345929	9.610366576294647	
178	592.0548753945858	9.698010842694295	
178	466.0609941801885	9.346307064557767	
178	352.03010060863414	9.687296062496605	
178	321.8582873368024	9.807420105098126	
178	188.23925528760537	10.658125651193423	
179	680.7792143413832	9.306437297287125	
179	612.5129720953544	9.63394323923853	
179	582.34217705124	9.712698343345696	
179	456.7046231664363	9.356371013752208	
179	342.32862572417014	9.701474884464023	
179	312.03705842353463	9.82122891326778	
179	164.15099757402828	10.423139407745506	
179	135.16056726938362	10.947052214410508	
179	81.72358203004075	11.179189916126596	
179	0.8373704971511415	10.78641534693549	
179	790.9878257058946	10.871721035910051	
179	836.4908684726564	11.308454448319353	
179	930.2196962336902	11.126632436663721	
179	993.1769488818559	11.312612771667458	
179	1084.0247209521476	11.259960332391676	
180	671.2211802899369	9.558034051446263	
180	602.8606355133852	9.652336581969157	
180	572.6183760436838	9.723801007556201	
180	447.3379989972366	9.366624169199739	
180	332.6131633115125	9.715462412657685	
180	302.2020751173078	9.834983306226821	
180	153.8331457121282	10.317851861900074	
180	124.20322449293616	10.957342776447456	
180	70.54026876648913	11.183313263551604	
180	767.5836261694361	10.630213002191	
180	801.8608085495412	10.872982843646525	
180	847.7981986611327	11.30733018847623	
180	941.3478520573526	11.128155823662354	
180	1004.4879555915986	11.31100670974277	
180	1095.2718881615024	11.247167209354755	
181	143.55629660453366	10.27684910759457	
181	113.23717769406579	10.966046798870359	
181	59.341220571123074	11.199048195366034	
181	746.2097833389679	1.4410311977328019	
181	661.4859594734347	9.735220816502212	
181	593.1937525476035	9.666882965781785	
181	562.8863906970415	9.731985346642368	
181	437.9609578460072	9.377041151229395	
181	322.88387250079757	9.729290810714948	
181	292.3532420513353	9.848833065972464	
181	778.1236867464362	10.540060577000038	
181	812.7371907752473	10.876382225706147	
181	859.1045306717043	11.306332010571579	
181	952.4775331404667	11.129681083114086	
181	1015.7973635416386	11.309407950040015	
181	1106.5140433578742	11.242155196371886	
182	133.28726605634773	10.26903054818591	
182	102.26284649211703	10.97433120194878	
182	48.132883366292106	11.208337204830991	
182	743.5235077198834	2.6862756190845323	
182	651.6304989137817	9.855460559653016	
182	583.5152548561938	9.678497691409632	
182	553.1486231297879	9.737767567253677	
182	428.57335938673197	9.387598459275225	
182	313.140858000963	9.743014499834523	
182	282.4903013330953	9.86294071823996	
182	788.6148525076744	10.491165761238252	
182	823.6184051493047	10.881214374057437	
182	870.40996433797	11.305433666265737	
182	963.6087310024305	11.13119786196386	
182	1027.1053527572417	11.307989215603156	
182	1117.7552541950186	11.241210837144374	
183	799.0822229310838	10.46737042340938	
183	834.5053880799628	10.88698293065806	
183	881.7145787485382	11.304614410568192	
183	974.7414377906227	11.132706788192227	
183	1038.412156827087	11.30680406984539	
183	1128.9904459880736	11.235191793054907	
183	739.5788203213654	3.9446873985180693	
183	641.6969375184856	9.933561395296076	
183	573.8274385499403	9.687816306253467	
183	543.4070705528561	9.741552576931795	
183	419.17508490862946	9.398274478102529	
183	303.3841530743749	9.756704926588084	
183	272.6117325843833	9.878568748711993	
183	123.00820660709894	10.279059449248766	
183	91.28094971537064	10.981896776746371	
183	36.909406300568094	11.223477065724005	
184	112.70961485261557	10.298591754483382	
184	80.29164318883744	10.989306526533198	
184	25.68579819574876	11.223608104819313	
184	745.9195501019257	1.4385593153523897	
184	734.4760467887547	5.102773532610561	
184	631.7155749988149	9.981362519670842	
184	564.1321509856095	9.695287564330805	
184	533.6634075885452	9.74366296431094	
184	409.7660354110002	9.40904949762925	
184	293.61346770264583	9.770685371729051	
184	262.7151753295882	9.896557254795141	
184	809.5413672592622	10.45914432817838	
184	845.3987262902368	10.89333821027399	
184	893.0184367956123	11.303858047074048	
