t	d	v	
157	299.40781006949476	7.187080537936981	
157	278.6112355503122	6.941586012346332	
157	257.5760927808395	7.120089080846582	
157	235.37480675148367	7.645461698201305	
157	211.41347121121865	7.915068037852116	
157	187.9113106013863	8.338177180263433	
157	713.281596251513	11.345716644113432	
157	615.9391744820482	11.13762553844574	
157	554.5952594097419	11.464083850562353	
157	155.02501855876903	7.231543020064293	
157	145.62788204390213	0.0	
157	125.66260132216343	1.395612016603247	
157	110.8297004283669	2.6470961455926183	
157	95.64763185400551	3.579393578264958	
157	84.82024038903049	0.0	
157	74.52933199204091	1.081208478622007	
157	65.82544633525896	0.0	
157	56.47716386798376	0.8931858467312535	
157	48.22587740731254	0.0	
157	39.95481668051937	0.036429340793601384	
157	31.96650828116225	0.0	
157	24.030749103151322	0.0	
157	16.059406989604582	0.0	
157	8.122530451213947	0.0	
157	750.9099871346332	2.640602000403258	
157	887.7958613477194	9.19284550002332	
157	997.7640414905248	9.600181221864382	
157	1027.2523628375795	9.739832129542712	
157	1200.5217018365133	10.601599960081513	
158	754.7767428090643	3.866755674431092	
158	897.0015999738674	9.205738626147985	
158	1007.3839156133381	9.619874122813208	
158	1037.0130586583991	9.760695820819617	
158	1211.1251230995067	10.603421262993102	
158	292.1223475431046	7.285462526390174	
158	271.3522813655941	7.25895418471809	
158	250.032723421057	7.54336935978247	
158	227.41136353304435	7.9634432184393305	
158	203.22689717650405	8.1865740347146	
158	701.9420008652298	11.339595386283099	
158	604.7998139547835	11.139360527264719	
158	543.1311184444363	11.464140965305553	
158	168.64951408699704	7.735886050413642	
158	155.02501855876903	0.0	
158	144.15864668906107	1.4692353548410646	
158	122.97794682695859	2.6846544952048434	
158	107.10024712821206	3.729453300154846	
158	95.64763185400551	0.0	
158	83.64611667943525	1.17412370959523	
158	74.50438936737214	0.02494262466877606	
158	64.8606352050029	0.9648111302560756	
158	56.47716386798376	0.0	
158	47.88918283950895	0.3366945678036045	
158	39.95481668051937	0.0	
158	31.96650828116225	0.0	
158	24.030749103151322	0.0	
158	16.059406989604582	0.0	
158	6.658590039544464	1.4639404116694732	
159	690.6072996583232	11.334701206906656	
159	593.6583486341809	11.141465320602654	
159	531.6691098223947	11.462008622041566	
159	168.64951408699704	0.0	
159	153.77838008374545	1.2466384750236053	
159	141.3100331195207	2.848613569540341	
159	119.17071806714554	3.807228759813044	
159	107.10024712821206	0.0	
159	94.31421437618191	1.3334174778236085	
159	83.05357507564071	0.5925416037945407	
159	73.43901897845888	1.0653703889132515	
159	64.8606352050029	0.0	
159	55.87300102865365	0.6041628393301137	
159	47.88918283950895	0.0	
159	39.95481668051937	0.0	
159	31.96650828116225	0.0	
159	24.030749103151322	0.0	
159	15.07818879632859	0.9812181932759966	
159	3.818521500556784	2.84006853898768	
159	284.69494506475155	7.427402478353009	
159	263.8094929634241	7.542788402170052	
159	242.17013750977122	7.862585911285792	
159	219.20691626432895	8.204447268715406	
159	196.58752286916192	6.639374307342124	
159	759.7657899587234	4.989047149659115	
159	906.2200710175041	9.218471043636658	
159	1017.0230784863292	9.639162872991093	
159	1046.7938905488293	9.780831890430155	
159	1221.7311728339846	10.60604973447815	
160	750.0	4.140288695467563	
160	765.7388511937095	5.973061234986052	
