time	Car ID	x	y	Speed
35	b32e0d07-4f2e-425b-9405-e442f1926344	301.0822957281988	350.0	10.922785042833363
35	9682ed16-3d0a-4f96-9ca3-2fbfdc0a7560	354.4291270126626	350.0	10.830693490216024
35	8595accd-4842-46f3-96ff-28dba6903a7f	395.77782369497106	350.0	11.490981503121079
35	a175b9e8-bd80-4d42-b333-8e7d24dc9537	107.20443865794465	50.0	11.487477464900547
35	a568f2c5-8b85-4b5c-ba2f-b090d30a7926	95.71700894269249	650.0	11.486113880563195
35	92629e52-976a-4470-8b4d-954f384f6404	50.0	350.0	0.0
35	ed79a0a6-2ad3-4308-8050-12aeceaaa10a	50.0	350.0	0.0
35	19087724-7342-4321-b863-e58ab771ed84	50.0	350.0	0.0
35	9ee9aa68-7da4-46db-890d-a1542f5da4a9	50.0	350.0	0.0
35	c1d96bb7-8f44-4d44-b7b0-68ac4d27fc37	50.0	350.0	0.0
35	031f973a-01f9-4b1b-85e7-7a476a8a253b	50.0	350.0	0.0
35	98aa8c80-4293-4121-8b05-65c335432c5f	50.0	350.0	0.0
35	9e53d037-a411-4330-b9a6-7845b2915b4a	50.0	350.0	0.0
35	6e0a5ca5-1470-45f1-bfc3-4cc89fab4ad9	50.0	350.0	0.0
35	ea61c7af-079f-49ee-b6f0-e5ff8b2d84fa	50.0	350.0	0.0
35	022f4cbd-6fdf-4ea8-81cb-d73932b02cb5	50.0	350.0	0.0
35	721339b7-477d-44a0-8fea-8ed825b536b2	50.0	350.0	0.0
35	22465e96-47de-4ca5-a99d-b61b9bd2226c	50.0	350.0	0.0
35	07ccfa74-fd63-4b56-813a-2da6deb52594	50.0	350.0	0.0
35	d287fa03-3bbf-4a08-8626-0dadf2d78de3	50.0	350.0	0.0
35	bfa8c20a-125e-44ef-9bb9-9ccad4c3920a	53.3070476221307	350.0	2.3365679756962825
35	7a609644-968e-41c0-9661-f6b18a7c1d15	71.29014025997878	350.0	6.4604556225468475
35	541c7cc3-76fc-4b2c-be2a-a29257f96b57	102.28087098340157	350.0	8.975191800226511
35	ea66a8c0-e65c-4e88-8a49-23978406eb64	140.21328976221685	350.0	9.938882410735758
35	606f2ed3-5d6c-4fcd-a367-99f3378deb2d	177.73556802902044	350.0	10.239865453621453
35	b0d1f2ee-da02-4220-8729-387ff739e15c	215.31021190771685	350.0	10.449850801651916
35	9f64d54a-12ec-44e2-ad13-bc39e77fedd7	255.74021000665078	350.0	10.596069421872947
35	ef0f4ade-1875-400a-b8f4-acf669e61b7c	50.0	350.0	0.0
35	cfb881a0-737a-4989-86bf-10287701f104	50.0	350.0	0.0
35	e3abe398-694a-4afe-b205-761ce4c0008b	50.0	350.0	0.0
35	4dc1f810-be5b-4745-8350-07b5e167b591	50.0	350.0	0.0
35	9278f212-98dc-49b1-a39f-3d7879dc3ab1	50.0	350.0	0.0
35	7c0b6936-2a6b-44f9-9ed6-9cd4c2aabf98	50.0	350.0	0.0
35	d0e12724-e0e0-41c5-8f68-4b8c98284533	50.0	350.0	0.0
35	1f603c70-45ab-4b4c-be7b-188b9bfa0466	50.0	350.0	0.0
35	9a8255e8-755d-41bd-8555-532013c6ac79	50.0	350.0	0.0
35	6e886332-046a-428f-ab84-003aa217797e	50.0	350.0	0.0
35	eb183db6-9875-4590-843f-a50ec2ba4d4c	50.0	350.0	0.0
35	d31f4bf9-f84e-4b3f-b4b7-82f8ab8571bd	50.0	350.0	0.0
35	09c9d272-6015-471c-9c9c-a18700143c68	50.0	350.0	0.0
35	69f3fc32-b46a-4847-9fdc-0a11994b9c20	50.0	350.0	0.0
35	c8f3cbe4-ea43-4c0a-8b94-9d9e22175b1b	50.0	350.0	0.0
35	cf144bd2-7d43-4ab9-beb9-c4a642d9e6db	50.0	350.0	0.0
35	acbd51f0-912d-4aae-885c-cba78f4ce94e	50.0	350.0	0.0
35	0bfd4cda-5dd5-4595-89c9-6f961a63a8a1	50.0	350.0	0.0
35	f545d543-c5c0-435a-a6d5-21a23c669865	50.0	346.69295821576355	2.336565039198974
35	377b1194-c4f2-4ed4-a7f1-0ba783b8187a	50.0	328.70987225935977	6.460454095511858
35	1a1904db-8cdf-45e8-8e59-9b9964064243	50.0	297.7191379934868	8.975189560966982
35	347fdd98-c657-47d5-bb4f-5cff63deb6e8	50.0	259.78681473964514	9.93885094881152
35	7592e8bf-6170-4b44-bf35-0876d2df63e5	50.0	222.26531599528877	10.239415748421258
35	fed286b4-60d2-4d04-86c1-7c615da621fe	50.0	184.69944450614435	10.444154871908022
35	e88c1229-467a-4991-8d65-23b3493c9910	50.0	144.35778671961882	10.55161024977207
35	1de4c8e3-e109-49c9-962e-8b974c756fe6	50.0	102.63971369148568	10.703543046926944
35	10788ed4-2ff4-48f2-8daf-f0b19ef3454c	50.0	59.002644940466425	11.105646922597304
35	34a729c2-3bc4-49d2-87f0-c23c08925287	50.0	350.0	0.0
35	cfa47db3-d456-4abb-a682-9ef104fff886	50.0	350.0	0.0
35	394a114b-9eca-41fc-a3bb-e3d7f5ae668e	50.0	350.0	0.0
35	e8f202ac-0c48-4a94-874b-9250df948b09	50.0	350.0	0.0
35	66279e6e-ee4b-4c9e-9ff0-22b14c59293c	50.0	350.0	0.0
35	d5bab0ec-6eb9-49a1-8bea-bd01fe509e96	50.0	350.0	0.0
35	72478899-8c84-4278-9fec-3c32c520adc8	50.0	350.0	0.0
35	4d6cb2c2-3b16-4461-be0d-7848de7c3dc5	50.0	350.0	0.0
35	518ee8ef-bf6d-4611-b8d1-a42cfed94aa1	50.0	350.0	0.0
35	b8c18eb6-ceca-4cec-adc8-7758a85536af	50.0	350.0	0.0
35	743655b3-21f3-4679-bcdb-1ae392644fc7	50.0	350.0	0.0
35	131642fd-6f72-47a7-9adb-ef202cdb5d52	50.0	350.0	0.0
35	42f7bbd6-3500-4924-9dea-bd6d761c6b2e	50.0	350.0	0.0
35	76fd10ec-36b5-42a4-a000-af5c29ab8229	50.0	350.0	0.0
35	46a2da3f-5afd-4c55-9611-1c713237ee90	50.0	350.0	0.0
35	d32168f4-764a-4c9d-ab64-6661c9e36c7b	50.0	350.0	0.0
35	11188be3-2b90-47fd-86e0-3b1f516f1a9a	50.0	350.0	0.0
35	96c382c0-a93d-4edd-8ad7-6efd84988450	50.0	353.30704178423645	2.336565039198974
35	82bf41cd-7051-4d08-ad0f-e45119fc9fd0	50.0	371.29012774064023	6.460454095511858
35	20e801aa-73ce-4423-b15c-c41322957b6b	50.0	402.2808620065132	8.975189560966982
35	69ebab65-ad69-4e09-8197-208369d508ad	50.0	440.21318526035486	9.93885094881152
35	2943b24a-91ba-4594-8c6a-0e340d4d0652	50.0	477.73468400471126	10.239415748421257
35	726eb8e3-54be-443f-af33-b9f7d8e989a0	50.0	515.3005554938557	10.444154871908022
35	24b220de-23f0-4262-aef9-eba798a288ba	50.0	555.6422132803813	10.55161024977207
35	c8b11e25-4527-44a9-9eff-9126f4de737a	50.0	597.3602863085142	10.703543046926946
35	c5b0ce83-10f2-4eb7-bad1-f4488f5a9a26	50.0	640.9812884882633	11.089580351326987
36	c5b0ce83-10f2-4eb7-bad1-f4488f5a9a26	55.095652369296936	650.0	11.114363881033618
36	a568f2c5-8b85-4b5c-ba2f-b090d30a7926	107.20431178375863	650.0	11.487302841066143
36	10788ed4-2ff4-48f2-8daf-f0b19ef3454c	55.140334656288275	50.0	11.142979596754698
36	a175b9e8-bd80-4d42-b333-8e7d24dc9537	118.6927636004558	50.0	11.488324942511156
36	b32e0d07-4f2e-425b-9405-e442f1926344	311.9985260424745	350.0	10.91623031427569
36	9682ed16-3d0a-4f96-9ca3-2fbfdc0a7560	365.2622302554175	350.0	10.833103242754877
36	8595accd-4842-46f3-96ff-28dba6903a7f	407.27050679325464	350.0	11.492683098283562
36	ef0f4ade-1875-400a-b8f4-acf669e61b7c	50.0	350.0	0.0
36	cfb881a0-737a-4989-86bf-10287701f104	50.0	350.0	0.0
36	e3abe398-694a-4afe-b205-761ce4c0008b	50.0	350.0	0.0
36	4dc1f810-be5b-4745-8350-07b5e167b591	50.0	350.0	0.0
36	9278f212-98dc-49b1-a39f-3d7879dc3ab1	50.0	350.0	0.0
36	7c0b6936-2a6b-44f9-9ed6-9cd4c2aabf98	50.0	350.0	0.0
36	d0e12724-e0e0-41c5-8f68-4b8c98284533	50.0	350.0	0.0
36	1f603c70-45ab-4b4c-be7b-188b9bfa0466	50.0	350.0	0.0
36	9a8255e8-755d-41bd-8555-532013c6ac79	50.0	350.0	0.0
36	6e886332-046a-428f-ab84-003aa217797e	50.0	350.0	0.0
36	eb183db6-9875-4590-843f-a50ec2ba4d4c	50.0	350.0	0.0
36	d31f4bf9-f84e-4b3f-b4b7-82f8ab8571bd	50.0	350.0	0.0
36	09c9d272-6015-471c-9c9c-a18700143c68	50.0	350.0	0.0
36	69f3fc32-b46a-4847-9fdc-0a11994b9c20	50.0	350.0	0.0
36	c8f3cbe4-ea43-4c0a-8b94-9d9e22175b1b	50.0	350.0	0.0
36	cf144bd2-7d43-4ab9-beb9-c4a642d9e6db	50.0	350.0	0.0
36	acbd51f0-912d-4aae-885c-cba78f4ce94e	50.0	350.0	0.0
36	0bfd4cda-5dd5-4595-89c9-6f961a63a8a1	50.0	350.0	0.0
36	f545d543-c5c0-435a-a6d5-21a23c669865	50.0	343.0355536908507	3.6574045249128764
36	377b1194-c4f2-4ed4-a7f1-0ba783b8187a	50.0	321.3977954693942	7.312076789965558
36	1a1904db-8cdf-45e8-8e59-9b9964064243	50.0	288.3694672762477	9.34967071723914
36	347fdd98-c657-47d5-bb4f-5cff63deb6e8	50.0	249.73148609722418	10.055328642420962
36	7592e8bf-6170-4b44-bf35-0876d2df63e5	50.0	211.98485448208697	10.280461513201802
36	fed286b4-60d2-4d04-86c1-7c615da621fe	50.0	174.23797378529383	10.461470720850507
36	e88c1229-467a-4991-8d65-23b3493c9910	50.0	133.79317831319057	10.564608406428247
36	1de4c8e3-e109-49c9-962e-8b974c756fe6	50.0	91.91501370123564	10.72469999025004
36	34a729c2-3bc4-49d2-87f0-c23c08925287	50.0	350.0	0.0
36	cfa47db3-d456-4abb-a682-9ef104fff886	50.0	350.0	0.0
36	394a114b-9eca-41fc-a3bb-e3d7f5ae668e	50.0	350.0	0.0
36	e8f202ac-0c48-4a94-874b-9250df948b09	50.0	350.0	0.0
36	66279e6e-ee4b-4c9e-9ff0-22b14c59293c	50.0	350.0	0.0
36	d5bab0ec-6eb9-49a1-8bea-bd01fe509e96	50.0	350.0	0.0
36	72478899-8c84-4278-9fec-3c32c520adc8	50.0	350.0	0.0
36	4d6cb2c2-3b16-4461-be0d-7848de7c3dc5	50.0	350.0	0.0
36	518ee8ef-bf6d-4611-b8d1-a42cfed94aa1	50.0	350.0	0.0
36	b8c18eb6-ceca-4cec-adc8-7758a85536af	50.0	350.0	0.0
36	743655b3-21f3-4679-bcdb-1ae392644fc7	50.0	350.0	0.0
36	131642fd-6f72-47a7-9adb-ef202cdb5d52	50.0	350.0	0.0
