Time	WaveFrontID	Distance	Speed	OnRampID
	1924	906b0de3-8076-4b8e-84f2-e0016348d39a	648.4935574790571	0.19138453099968222	56aeb1d2-7644-44a7-8342-9e650a35d828
	1924	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	2.0001062812200416	0.9998937187798916	56aeb1d2-7644-44a7-8342-9e650a35d828
	1925	906b0de3-8076-4b8e-84f2-e0016348d39a	648.3559866893178	0.13757078973936143	56aeb1d2-7644-44a7-8342-9e650a35d828
	1925	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	0.033853032005254136	1.9662532492147111	56aeb1d2-7644-44a7-8342-9e650a35d828
	1926	906b0de3-8076-4b8e-84f2-e0016348d39a	648.2568280822849	0.09915860703287527	56aeb1d2-7644-44a7-8342-9e650a35d828
	1926	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	16.61209970512914	0.950430187655357	56aeb1d2-7644-44a7-8342-9e650a35d828
	1927	906b0de3-8076-4b8e-84f2-e0016348d39a	648.1852637725735	0.07156430971135974	56aeb1d2-7644-44a7-8342-9e650a35d828
	1927	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	14.764130971274199	1.8479687338550517	56aeb1d2-7644-44a7-8342-9e650a35d828
	1928	906b0de3-8076-4b8e-84f2-e0016348d39a	648.1335767673125	0.051687005260932284	56aeb1d2-7644-44a7-8342-9e650a35d828
	1928	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	12.031420431825154	2.7327105394489517	56aeb1d2-7644-44a7-8342-9e650a35d828
	1929	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0962473318626	0.037329435449967585	56aeb1d2-7644-44a7-8342-9e650a35d828
	1929	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	8.45326091918082	3.5781595126443	56aeb1d2-7644-44a7-8342-9e650a35d828
	1930	906b0de3-8076-4b8e-84f2-e0016348d39a	648.069292832261	0.026954499601617776	56aeb1d2-7644-44a7-8342-9e650a35d828
	1930	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	4.118884563632719	4.334376355548164	56aeb1d2-7644-44a7-8342-9e650a35d828
	1931	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0498428772288	0.01944995503225322	56aeb1d2-7644-44a7-8342-9e650a35d828
	1931	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	24.957358471146108	2.6848856796063867	56aeb1d2-7644-44a7-8342-9e650a35d828
	1932	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0358173612775	0.014025515951282319	56aeb1d2-7644-44a7-8342-9e650a35d828
	1932	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	21.450909079387884	3.506449391758257	56aeb1d2-7644-44a7-8342-9e650a35d828
	1933	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0257131819014	0.010104179376062561	56aeb1d2-7644-44a7-8342-9e650a35d828
	1933	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	17.169441487471204	4.281467591916641	56aeb1d2-7644-44a7-8342-9e650a35d828
	1934	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0184404682104	0.007272713691006127	56aeb1d2-7644-44a7-8342-9e650a35d828
	1934	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	12.157552729987628	5.011888757483565	56aeb1d2-7644-44a7-8342-9e650a35d828
	1935	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0132112451593	0.005229223051175458	56aeb1d2-7644-44a7-8342-9e650a35d828
	1935	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	6.403201872726413	5.754350857261273	56aeb1d2-7644-44a7-8342-9e650a35d828
	1936	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0094552523569	0.0037559928022926625	56aeb1d2-7644-44a7-8342-9e650a35d828
	1936	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	0.005737966656624849	6.397463906069868	56aeb1d2-7644-44a7-8342-9e650a35d828
	1937	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0067600765899	0.0026951757669938514	56aeb1d2-7644-44a7-8342-9e650a35d828
	1937	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	25.82362986095518	4.545694042097434	56aeb1d2-7644-44a7-8342-9e650a35d828
	1938	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0048284653345	0.0019316112553933174	56aeb1d2-7644-44a7-8342-9e650a35d828
	1938	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	20.523520307368926	5.300109553586142	56aeb1d2-7644-44a7-8342-9e650a35d828
	1939	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0034451403706	0.001383324963977639	56aeb1d2-7644-44a7-8342-9e650a35d828
	1939	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	14.504275916954612	6.019244390414404	56aeb1d2-7644-44a7-8342-9e650a35d828
	1940	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0024559628794	9.891774911363616E-4	56aeb1d2-7644-44a7-8342-9e650a35d828
	1940	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	7.879211128884208	6.625064788070424	56aeb1d2-7644-44a7-8342-9e650a35d828
	1941	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0017488656016	7.070972777154516E-4	56aeb1d2-7644-44a7-8342-9e650a35d828
	1941	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	0.5961556773522716	7.283055451532016	56aeb1d2-7644-44a7-8342-9e650a35d828
	1942	906b0de3-8076-4b8e-84f2-e0016348d39a	648.001244417683	5.044479185938311E-4	56aeb1d2-7644-44a7-8342-9e650a35d828
	1942	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	28.380354504362685	5.484582348660929	56aeb1d2-7644-44a7-8342-9e650a35d828
	1943	906b0de3-8076-4b8e-84f2-e0016348d39a	648.0008844106139	3.6000706900896073E-4	56aeb1d2-7644-44a7-8342-9e650a35d828
	1943	e3af6668-ccb0-4cba-8eda-1841fbb10c5f	22.190627672477376	6.189726831885327	56aeb1d2-7644-44a7-8342-9e650a35d828
