Time	WaveFront ID	Distance	Speed	OnRamp ID
190	fab52698-e085-4c4c-93f9-7cb791622335	1091.8764350621327	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	d6b4a507-5647-49f2-88a3-ce2c1e0f5335	1042.998388379442	1.509128096783566	71528966-7426-407c-a017-18ff9076b8c1
190	832607b4-38c2-4111-a056-7eff773b5157	1016.7642839380503	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	ace0ec97-7b55-4a40-b334-c4ee6874210a	1034.8494933951533	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	a2b45f27-6f45-42aa-b5b0-73ceb3e4b0f7	1019.906810828478	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	cc62887f-41d5-4156-951f-cb0405665145	991.84586524198	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	5642364a-a917-489f-a6c7-9d09af28d6f2	974.2372295709969	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	bd2ca7d8-db84-429a-8042-a679f5f1aa95	1099.981957631571	0.7787738371406918	71528966-7426-407c-a017-18ff9076b8c1
190	dd61884f-ad79-48e8-b690-2ba895f209e0	1053.0764261586307	1.8229166568300963	71528966-7426-407c-a017-18ff9076b8c1
191	fab52698-e085-4c4c-93f9-7cb791622335	1099.981957631571	0.0	71528966-7426-407c-a017-18ff9076b8c1
191	d6b4a507-5647-49f2-88a3-ce2c1e0f5335	1042.998388379442	0.0	71528966-7426-407c-a017-18ff9076b8c1
191	832607b4-38c2-4111-a056-7eff773b5157	1025.3531660411354	0.0	71528966-7426-407c-a017-18ff9076b8c1
191	ace0ec97-7b55-4a40-b334-c4ee6874210a	1051.311394556942	1.7650316016886092	71528966-7426-407c-a017-18ff9076b8c1
191	a2b45f27-6f45-42aa-b5b0-73ceb3e4b0f7	1028.3085638098457	0.0	71528966-7426-407c-a017-18ff9076b8c1
191	cc62887f-41d5-4156-951f-cb0405665145	1000.2567392342148	0.0	71528966-7426-407c-a017-18ff9076b8c1
191	5642364a-a917-489f-a6c7-9d09af28d6f2	982.525916177389	0.0	71528966-7426-407c-a017-18ff9076b8c1
191	fe45e1b1-637a-41a8-8283-01bb125a2de2	966.0891202800304	0.0	71528966-7426-407c-a017-18ff9076b8c1
192	fab52698-e085-4c4c-93f9-7cb791622335	1099.189575818537	0.7923818130341711	71528966-7426-407c-a017-18ff9076b8c1
192	d6b4a507-5647-49f2-88a3-ce2c1e0f5335	1033.8403188462908	0.0	71528966-7426-407c-a017-18ff9076b8c1
192	ace0ec97-7b55-4a40-b334-c4ee6874210a	1051.311394556942	0.0	71528966-7426-407c-a017-18ff9076b8c1
