Time	Car ID	Distance	Speed	OnRamp ID
190	34a729c2-3bc4-49d2-87f0-c23c08925287	1053.0764261586307	1.8229166568300963	71528966-7426-407c-a017-18ff9076b8c1
190	cfa47db3-d456-4abb-a682-9ef104fff886	1042.998388379442	1.509128096783566	71528966-7426-407c-a017-18ff9076b8c1
190	394a114b-9eca-41fc-a3bb-e3d7f5ae668e	1034.8494933951533	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	e8f202ac-0c48-4a94-874b-9250df948b09	1025.3531660411354	1.0458400763719398	71528966-7426-407c-a017-18ff9076b8c1
190	66279e6e-ee4b-4c9e-9ff0-22b14c59293c	1016.7642839380503	0.0	71528966-7426-407c-a017-18ff9076b8c1
190	d5bab0ec-6eb9-49a1-8bea-bd01fe509e96	1007.1870000471363	1.0324099325819092	71528966-7426-407c-a017-18ff9076b8c1
190	72478899-8c84-4278-9fec-3c32c520adc8	996.7498015900414	1.8874648324517342	71528966-7426-407c-a017-18ff9076b8c1
190	4d6cb2c2-3b16-4461-be0d-7848de7c3dc5	985.7178526763403	2.5822436823361143	71528966-7426-407c-a017-18ff9076b8c1
190	518ee8ef-bf6d-4611-b8d1-a42cfed94aa1	973.6883895807213	3.595104254216074	71528966-7426-407c-a017-18ff9076b8c1
190	b8c18eb6-ceca-4cec-adc8-7758a85536af	959.7775339320233	4.930308128325453	71528966-7426-407c-a017-18ff9076b8c1
190	743655b3-21f3-4679-bcdb-1ae392644fc7	938.0382444308644	4.662930186288051	71528966-7426-407c-a017-18ff9076b8c1
190	131642fd-6f72-47a7-9adb-ef202cdb5d52	921.1627759120304	7.492786244247705	71528966-7426-407c-a017-18ff9076b8c1
190	42f7bbd6-3500-4924-9dea-bd6d761c6b2e	897.4490443784562	8.458405903819724	71528966-7426-407c-a017-18ff9076b8c1
190	0bfd4cda-5dd5-4595-89c9-6f961a63a8a1	871.8674948148596	9.285838111247754	71528966-7426-407c-a017-18ff9076b8c1
190	f545d543-c5c0-435a-a6d5-21a23c669865	837.3571381216282	8.834905125707735	71528966-7426-407c-a017-18ff9076b8c1
190	76fd10ec-36b5-42a4-a000-af5c29ab8229	812.429886204821	8.915586819046569	71528966-7426-407c-a017-18ff9076b8c1
190	46a2da3f-5afd-4c55-9611-1c713237ee90	787.4710420825045	9.048185764596072	71528966-7426-407c-a017-18ff9076b8c1
190	377b1194-c4f2-4ed4-a7f1-0ba783b8187a	761.4405170530292	9.079777957267352	71528966-7426-407c-a017-18ff9076b8c1
190	d32168f4-764a-4c9d-ab64-6661c9e36c7b	735.0871811797018	9.08833313133213	71528966-7426-407c-a017-18ff9076b8c1
190	1a1904db-8cdf-45e8-8e59-9b9964064243	708.7664140872023	9.127744624071374	71528966-7426-407c-a017-18ff9076b8c1
190	92629e52-976a-4470-8b4d-954f384f6404	682.3880420535105	9.204038932616385	71528966-7426-407c-a017-18ff9076b8c1
190	ed79a0a6-2ad3-4308-8050-12aeceaaa10a	655.6103354906198	9.279360666742361	71528966-7426-407c-a017-18ff9076b8c1
190	11188be3-2b90-47fd-86e0-3b1f516f1a9a	628.2230921227981	9.314403583887607	71528966-7426-407c-a017-18ff9076b8c1
190	96c382c0-a93d-4edd-8ad7-6efd84988450	600.6067527097862	9.341591000452384	71528966-7426-407c-a017-18ff9076b8c1
190	19087724-7342-4321-b863-e58ab771ed84	572.6859705774253	9.342085073335255	71528966-7426-407c-a017-18ff9076b8c1
190	82bf41cd-7051-4d08-ad0f-e45119fc9fd0	544.7534705813483	9.346804945025713	71528966-7426-407c-a017-18ff9076b8c1
190	20e801aa-73ce-4423-b15c-c41322957b6b	516.7414106321253	9.353333800378282	71528966-7426-407c-a017-18ff9076b8c1
190	9ee9aa68-7da4-46db-890d-a1542f5da4a9	488.8747010037954	9.40459523480243	71528966-7426-407c-a017-18ff9076b8c1
190	347fdd98-c657-47d5-bb4f-5cff63deb6e8	460.64621500652936	9.45423776249386	71528966-7426-407c-a017-18ff9076b8c1
190	c1d96bb7-8f44-4d44-b7b0-68ac4d27fc37	432.08689465352586	9.50795063205025	71528966-7426-407c-a017-18ff9076b8c1
190	69ebab65-ad69-4e09-8197-208369d508ad	403.15300413110117	9.56345551946486	71528966-7426-407c-a017-18ff9076b8c1
190	2943b24a-91ba-4594-8c6a-0e340d4d0652	373.7835875761392	9.614024514285727	71528966-7426-407c-a017-18ff9076b8c1
190	031f973a-01f9-4b1b-85e7-7a476a8a253b	343.99666095375824	9.659820634760113	71528966-7426-407c-a017-18ff9076b8c1
190	726eb8e3-54be-443f-af33-b9f7d8e989a0	313.8260601253535	9.703680646066998	71528966-7426-407c-a017-18ff9076b8c1
190	7592e8bf-6170-4b44-bf35-0876d2df63e5	283.2786776472201	9.74725755658598	71528966-7426-407c-a017-18ff9076b8c1
190	98aa8c80-4293-4121-8b05-65c335432c5f	252.3540772068243	9.793150186496316	71528966-7426-407c-a017-18ff9076b8c1
190	fed286b4-60d2-4d04-86c1-7c615da621fe	221.02672155322125	9.84330763768039	71528966-7426-407c-a017-18ff9076b8c1
190	e88c1229-467a-4991-8d65-23b3493c9910	189.2512702435879	9.899273686794116	71528966-7426-407c-a017-18ff9076b8c1
190	9e53d037-a411-4330-b9a6-7845b2915b4a	156.9610594824503	9.961675940749743	71528966-7426-407c-a017-18ff9076b8c1
190	1de4c8e3-e109-49c9-962e-8b974c756fe6	124.02597488302513	10.024840349197095	71528966-7426-407c-a017-18ff9076b8c1
190	24b220de-23f0-4262-aef9-eba798a288ba	90.40013834325623	10.093463008657276	71528966-7426-407c-a017-18ff9076b8c1
190	6e0a5ca5-1470-45f1-bfc3-4cc89fab4ad9	55.992705595482676	10.185439707517999	71528966-7426-407c-a017-18ff9076b8c1
190	c8b11e25-4527-44a9-9eff-9126f4de737a	20.505570545176397	10.38376340993231	71528966-7426-407c-a017-18ff9076b8c1
190	d287fa03-3bbf-4a08-8626-0dadf2d78de3	2088.5603369373775	11.334746922801685	71528966-7426-407c-a017-18ff9076b8c1
190	7a609644-968e-41c0-9661-f6b18a7c1d15	1995.2344061840288	11.459869331822041	71528966-7426-407c-a017-18ff9076b8c1
190	b0d1f2ee-da02-4220-8729-387ff739e15c	1802.545304853721	11.446135471289802	71528966-7426-407c-a017-18ff9076b8c1
190	9682ed16-3d0a-4f96-9ca3-2fbfdc0a7560	1636.7143152536796	11.453323209877288	71528966-7426-407c-a017-18ff9076b8c1
190	22465e96-47de-4ca5-a99d-b61b9bd2226c	2185.9090295533424	11.127055544880356	71528966-7426-407c-a017-18ff9076b8c1
190	07ccfa74-fd63-4b56-813a-2da6deb52594	2123.184516396588	11.230768412313898	71528966-7426-407c-a017-18ff9076b8c1
190	bfa8c20a-125e-44ef-9bb9-9ccad4c3920a	2048.065752071536	11.177973261802554	71528966-7426-407c-a017-18ff9076b8c1
190	541c7cc3-76fc-4b2c-be2a-a29257f96b57	1975.6310015970105	11.03584800447483	71528966-7426-407c-a017-18ff9076b8c1
190	ea66a8c0-e65c-4e88-8a49-23978406eb64	1916.6256310151562	11.07136347280423	71528966-7426-407c-a017-18ff9076b8c1
190	606f2ed3-5d6c-4fcd-a367-99f3378deb2d	1858.4298872406002	11.33160963362698	71528966-7426-407c-a017-18ff9076b8c1
