Time	WaveFrontID	Distance	Speed	OnRampID
	1492	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	515.9702471787343	0.05220563637337433	a0785033-5f7d-43e6-b6db-a58752100ac9
	1492	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1493	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	515.8780711469905	0.0921760317438527	a0785033-5f7d-43e6-b6db-a58752100ac9
	1493	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1494	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	515.7255947466411	0.15247640034930754	a0785033-5f7d-43e6-b6db-a58752100ac9
	1494	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1495	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	515.5020395785516	0.2235551680895766	a0785033-5f7d-43e6-b6db-a58752100ac9
	1495	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1496	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	515.2010541004863	0.30098547806531917	a0785033-5f7d-43e6-b6db-a58752100ac9
	1496	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1497	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	514.8189995930684	0.3820545074179457	a0785033-5f7d-43e6-b6db-a58752100ac9
	1497	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1498	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	514.3541568416135	0.46484275145485915	a0785033-5f7d-43e6-b6db-a58752100ac9
	1498	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1499	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	513.8063734196558	0.5477834219577749	a0785033-5f7d-43e6-b6db-a58752100ac9
	1499	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1500	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	513.1770002150067	0.6293732046489975	a0785033-5f7d-43e6-b6db-a58752100ac9
	1500	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
	1501	1d1487d9-f7be-4dd4-8d66-ecc85702b7be	512.4690769953809	0.7079232196258798	a0785033-5f7d-43e6-b6db-a58752100ac9
	1501	8aa5886b-c00b-44d1-9cc3-23479e7de950	2.840970422998918	0.0	a0785033-5f7d-43e6-b6db-a58752100ac9
